ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_2.5999999999999996_1.0_0,COM,0.815098,1.000352,1.186,4.067,2.268,62828.569957,60796.001439
A_OB_2.5999999999999996_1.0_1,COM,0.950111,1.001024,1.441,4.036,0.668,61361.937377,60796.001439
A_OB_2.5999999999999996_1.0_2,COM,0.666044,1.000657,2.786,2.16,4.286,60767.073957,60796.001439
A_OB_2.5999999999999996_1.0_3,COM,0.963367,1.000224,2.172,4.058,3.55,63751.763383,60796.001439
A_OB_2.5999999999999996_1.0_4,COM,0.678653,1.000285,2.223,3.314,2.537,64156.702726,60796.001439
A_OB_2.5999999999999996_1.0_5,COM,0.715427,1.000213,1.69,1.636,6.194,62063.089532,60796.001439
A_OB_2.5999999999999996_1.0_6,COM,0.518487,1.000359,1.317,2.958,1.485,63675.610654,60796.001439
A_OB_2.5999999999999996_1.0_7,COM,1.410692,1.005129,0.998,1.595,4.83,61819.091358,60796.001439
A_OB_2.5999999999999996_1.0_8,COM,0.701614,1.003119,1.501,4.075,3.783,62468.329329,60796.001439
A_OB_2.5999999999999996_1.0_9,COM,0.603262,1.002428,1.412,5.286,6.126,61045.802469,60796.001439
A_OB_2.5999999999999996_1.0_10,COM,1.380637,1.002095,2.273,0.69,5.801,63232.053018,60796.001439
A_OB_2.5999999999999996_1.0_11,COM,0.416222,1.000751,1.488,3.953,1.034,62308.40109,60796.001439
A_OB_2.5999999999999996_1.0_12,COM,0.203156,1.000618,1.451,5.563,1.406,61099.603898,60796.001439
A_OB_2.5999999999999996_1.0_13,COM,1.371134,1.003254,2.03,1.304,5.943,63266.789986,60796.001439
A_OB_2.5999999999999996_1.0_14,COM,1.43623,1.006257,2.279,5.385,5.506,62099.792818,60796.001439
A_OB_2.5999999999999996_1.0_15,COM,0.648394,1.002331,2.22,2.609,5.19,62965.078852,60796.001439
A_OB_2.5999999999999996_1.0_16,COM,1.097727,1.004454,2.129,4.521,4.808,63789.672581,60796.001439
A_OB_2.5999999999999996_1.0_17,COM,2.303779,1.009195,1.598,3.421,1.078,61184.898493,60796.001439
A_OB_2.5999999999999996_1.0_18,COM,0.78247,1.002716,1.636,1.244,0.097,62246.379054,60796.001439
A_OB_2.5999999999999996_1.0_19,COM,0.419915,1.001221,0.393,2.652,1.535,61256.515762,60796.001439
A_OB_2.5999999999999996_1.0_20,COM,0.77273,1.005416,0.491,0.737,4.187,63279.609881,60796.001439
A_OB_2.5999999999999996_1.0_21,COM,1.418868,1.008008,1.301,0.27,0.83,62858.38621,60796.001439
A_OB_2.5999999999999996_1.0_22,COM,0.904198,1.007786,1.953,0.675,1.443,63960.72224,60796.001439
A_OB_2.5999999999999996_1.0_23,COM,1.722376,1.014223,0.154,3.058,3.936,61349.772277,60796.001439
A_OB_2.5999999999999996_1.0_24,COM,0.749905,1.00552,2.108,4.929,6.246,64159.073969,60796.001439
A_OB_2.5999999999999996_1.0_25,COM,0.442584,1.003164,2.539,3.223,1.234,61419.524593,60796.001439
A_OB_2.5999999999999996_1.0_26,COM,0.065215,1.000519,3.064,1.003,3.252,63738.776063,60796.001439
A_OB_2.5999999999999996_1.0_27,COM,0.994999,1.008917,1.378,4.962,4.377,63768.997622,60796.001439
A_OB_2.5999999999999996_1.0_28,COM,0.029524,1.000156,1.574,0.17,0.045,63200.56648,60796.001439
A_OB_2.5999999999999996_1.0_29,COM,0.773687,1.004644,0.762,4.119,0.642,64349.010999,60796.001439
A_OB_2.5999999999999996_1.0_30,COM,0.558901,1.00368,2.787,2.399,2.646,63639.789783,60796.001439
A_OB_2.5999999999999996_1.0_31,COM,0.014515,1.000107,1.627,2.152,3.284,64234.217676,60796.001439
A_OB_2.5999999999999996_1.0_32,COM,1.151188,1.012061,0.892,1.743,0.966,60805.776885,60796.001439
A_OB_2.5999999999999996_1.0_33,COM,1.463864,1.00802,0.65,1.746,5.52,62215.062398,60796.001439
A_OB_2.5999999999999996_1.0_34,COM,1.61674,1.01146,2.045,0.263,0.747,60875.587686,60796.001439
A_OB_2.5999999999999996_1.0_35,COM,1.955901,1.012844,2.168,5.776,1.379,61991.86555,60796.001439
