ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_2.8_1.0_0,24.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_1,23.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_2,25.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_3,25.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_4,25.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_5,25.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_6,23.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_7,22.74,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_8,24.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_9,25.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_10,24.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_11,23.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_12,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_13,24.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_14,23.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_15,25.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_16,25.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_17,24.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_18,25.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_19,25.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_20,24.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_21,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_22,25.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_23,24.85,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_24,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_25,24.11,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_26,24.41,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_27,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_28,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_29,25.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_30,24.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_31,25.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_32,25.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_33,25.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_34,24.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_35,25.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_36,19.21,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_37,25.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_38,20.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_39,24.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_40,25.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_41,25.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_42,25.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_43,24.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_44,24.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_45,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_46,24.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_47,22.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_48,24.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_49,25.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_50,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_51,23.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_52,25.01,2.31,0.73,-0.33,-0.5,-0.68,0.15
