ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_1.2_1.0_0,23.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_1,23.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_2,24.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_3,24.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_4,23.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_5,12.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_6,14.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_7,25.41,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_8,20.75,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_9,23.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_10,19.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_11,24.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_12,22.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_13,24.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_14,17.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_15,23.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_16,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_17,18.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_18,25.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_19,23.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_20,6.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_21,23.06,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_22,21.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_23,20.64,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_24,21.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_25,24.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_26,23.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_27,24.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_28,23.72,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_29,22.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_30,22.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_31,13.96,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_32,17.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_33,25.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_34,25.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_35,19.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_36,24.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_37,25.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_38,25.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_39,6.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_40,22.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_41,18.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_42,24.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_43,24.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_44,21.01,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_45,23.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_46,23.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_47,21.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_48,24.63,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_49,20.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_50,14.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_51,18.11,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_52,24.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_53,22.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_54,17.69,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_55,24.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_56,25.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_57,24.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_58,23.06,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_59,24.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_60,23.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_61,25.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_62,21.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_63,19.64,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_64,23.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_65,9.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_66,21.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_67,21.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_68,25.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_69,24.78,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_70,20.75,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_71,21.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_72,21.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_73,18.66,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_74,17.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_75,25.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_76,25.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_77,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_78,25.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_79,24.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_80,25.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_81,17.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_82,23.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_83,23.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_84,25.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_85,20.96,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_86,23.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_87,25.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_88,20.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_89,12.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
