ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_1.2_1.0_0,COM,1.373486,1.001362,1.463,3.417,5.593,62489.530506,60796.001439
A_OB_1.2_1.0_1,COM,0.134337,1.001227,2.029,2.202,4.973,63341.18382,60796.001439
A_OB_1.2_1.0_2,COM,1.539366,1.01133,1.271,2.105,3.6,62222.650764,60796.001439
A_OB_1.2_1.0_3,COM,1.086835,1.007971,0.966,5.561,2.973,61686.293831,60796.001439
A_OB_1.2_1.0_4,COM,0.619589,1.009177,1.95,2.427,2.805,60859.846597,60796.001439
A_OB_1.2_1.0_5,COM,35.701091,1.577879,1.628,0.466,5.871,55722.931841,60796.001439
A_OB_1.2_1.0_6,COM,0.415277,1.011251,1.265,0.117,0.939,62132.826501,60796.001439
A_OB_1.2_1.0_7,COM,1.038727,1.029639,0.485,1.501,3.466,62612.039987,60796.001439
A_OB_1.2_1.0_8,COM,0.746862,1.020629,0.607,2.05,1.943,64522.677431,60796.001439
A_OB_1.2_1.0_9,COM,0.63243,1.025539,2.816,1.41,4.416,63693.596303,60796.001439
A_OB_1.2_1.0_10,COM,1.021013,1.031292,2.137,4.546,5.469,60963.326195,60796.001439
A_OB_1.2_1.0_11,COM,1.532085,1.056016,2.388,4.863,4.201,60716.342928,60796.001439
A_OB_1.2_1.0_12,COM,1.253207,1.06615,1.628,0.544,0.06,62372.844508,60796.001439
A_OB_1.2_1.0_13,COM,23.103793,2.270175,1.227,5.218,1.991,65447.066424,60796.001439
A_OB_1.2_1.0_14,COM,0.277441,1.019183,1.809,5.885,5.041,62323.134299,60796.001439
A_OB_1.2_1.0_15,COM,1.43678,1.13155,1.781,1.229,5.076,63705.913263,60796.001439
A_OB_1.2_1.0_16,COM,1.43678,1.13155,1.781,1.229,5.076,63705.913263,60796.001439
A_OB_1.2_1.0_17,COM,1.384905,1.120995,0.913,0.323,0.135,62773.230627,60796.001439
A_OB_1.2_1.0_18,COM,0.40535,1.034446,0.26,0.527,6.091,61299.65558,60796.001439
A_OB_1.2_1.0_19,COM,1.619982,1.125262,2.114,5.761,2.741,64395.015689,60796.001439
A_OB_1.2_1.0_20,COM,1.450445,1.130478,1.884,5.436,5.435,63324.218781,60796.001439
A_OB_1.2_1.0_21,COM,3.684699,1.298954,1.365,0.69,5.643,60453.817212,60796.001439
A_OB_1.2_1.0_22,COM,0.066537,1.005032,1.024,1.434,5.371,62472.846879,60796.001439
A_OB_1.2_1.0_23,COM,1.295674,1.107931,0.493,3.618,3.643,61887.666867,60796.001439
A_OB_1.2_1.0_24,COM,1.397141,1.151939,1.8,4.309,4.027,63249.685091,60796.001439
A_OB_1.2_1.0_25,COM,1.100628,1.12007,0.124,3.345,4.661,63632.977215,60796.001439
A_OB_1.2_1.0_26,COM,3.826431,1.363229,1.122,4.082,4.17,64301.823843,60796.001439
A_OB_1.2_1.0_27,COM,0.412941,1.055979,2.096,1.898,4.089,63815.812441,60796.001439
A_OB_1.2_1.0_28,COM,2.30072,1.266388,2.158,3.094,4.488,61814.002503,60796.001439
A_OB_1.2_1.0_29,COM,0.899462,1.106096,0.496,2.722,4.247,64018.798618,60796.001439
A_OB_1.2_1.0_30,COM,6.020075,1.804909,1.239,1.099,3.189,65766.338312,60796.001439
A_OB_1.2_1.0_31,COM,1.091622,1.146989,2.638,4.171,2.658,62474.609885,60796.001439
A_OB_1.2_1.0_32,COM,1.207446,1.189305,2.039,5.557,4.669,64110.15856,60796.001439
A_OB_1.2_1.0_33,COM,1.441802,1.203005,1.653,2.222,5.691,62082.316801,60796.001439
A_OB_1.2_1.0_34,COM,1.785211,1.285552,2.204,6.018,2.72,61254.955041,60796.001439
A_OB_1.2_1.0_35,COM,1.134864,1.163712,0.938,0.163,2.082,63580.812931,60796.001439
A_OB_1.2_1.0_36,COM,1.221317,1.174758,1.341,5.211,2.629,63359.029683,60796.001439
A_OB_1.2_1.0_37,COM,0.537801,1.092542,1.155,1.313,4.942,62542.457798,60796.001439
A_OB_1.2_1.0_38,COM,1.081133,1.1989,0.795,2.795,5.288,64266.853261,60796.001439
