ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_2.5999999999999996_1.0_0,COM,1.116257,1.00066,2.218,4.767,3.88,63886.717343,60796.001439
A_OB_2.5999999999999996_1.0_1,COM,0.554869,1.000197,1.639,5.871,1.198,60745.907663,60796.001439
A_OB_2.5999999999999996_1.0_2,COM,0.035269,1.000149,1.594,2.364,4.113,64270.548064,60796.001439
A_OB_2.5999999999999996_1.0_3,COM,0.795288,1.001565,1.394,1.403,4.896,61067.793573,60796.001439
A_OB_2.5999999999999996_1.0_4,COM,0.970141,1.002626,1.876,4.506,4.398,63312.151062,60796.001439
A_OB_2.5999999999999996_1.0_5,COM,0.58967,1.000915,2.23,4.78,4.192,62030.486033,60796.001439
A_OB_2.5999999999999996_1.0_6,COM,0.243994,1.000738,1.433,5.552,1.87,63839.931408,60796.001439
A_OB_2.5999999999999996_1.0_7,COM,0.244842,1.000587,2.341,1.667,2.388,62402.510735,60796.001439
A_OB_2.5999999999999996_1.0_8,COM,0.991354,1.003054,1.46,3.883,1.383,63691.364179,60796.001439
A_OB_2.5999999999999996_1.0_9,COM,0.829206,1.003035,2.167,3.453,1.385,62145.341758,60796.001439
A_OB_2.5999999999999996_1.0_10,COM,0.932692,1.003699,1.807,2.369,0.868,63516.059822,60796.001439
A_OB_2.5999999999999996_1.0_11,COM,1.06846,1.004229,2.529,3.995,3.882,61399.624126,60796.001439
A_OB_2.5999999999999996_1.0_12,COM,0.883238,1.003451,0.829,2.331,1.712,64003.157713,60796.001439
A_OB_2.5999999999999996_1.0_13,COM,0.637469,1.001697,0.764,3.453,4.322,61099.022273,60796.001439
A_OB_2.5999999999999996_1.0_14,COM,0.497751,1.000838,1.832,5.4,0.526,61719.559229,60796.001439
A_OB_2.5999999999999996_1.0_15,COM,1.207401,1.003371,1.026,3.055,1.894,61502.16326,60796.001439
A_OB_2.5999999999999996_1.0_16,COM,0.045944,1.000091,2.41,6.059,5.797,64357.92406,60796.001439
A_OB_2.5999999999999996_1.0_17,COM,0.101145,1.000499,1.739,4.682,0.872,63078.33049,60796.001439
A_OB_2.5999999999999996_1.0_18,COM,1.24468,1.010727,1.188,1.235,1.025,63528.304091,60796.001439
A_OB_2.5999999999999996_1.0_19,COM,0.656862,1.004444,1.5,6.057,5.131,62144.960352,60796.001439
A_OB_2.5999999999999996_1.0_20,COM,1.178915,1.007833,1.401,4.667,1.938,61178.957614,60796.001439
A_OB_2.5999999999999996_1.0_21,COM,1.266215,1.00964,0.736,3.755,0.256,61720.243248,60796.001439
A_OB_2.5999999999999996_1.0_22,COM,1.588564,1.011816,1.56,2.296,0.503,61826.489101,60796.001439
A_OB_2.5999999999999996_1.0_23,COM,0.018776,1.000135,2.037,4.695,3.134,63421.969451,60796.001439
A_OB_2.5999999999999996_1.0_24,COM,0.157244,1.001601,0.989,1.0,3.772,62796.17082,60796.001439
A_OB_2.5999999999999996_1.0_25,COM,0.699861,1.005121,2.12,5.746,3.515,62546.407803,60796.001439
A_OB_2.5999999999999996_1.0_26,COM,0.281447,1.001604,1.691,2.886,0.527,64222.622042,60796.001439
A_OB_2.5999999999999996_1.0_27,COM,0.375129,1.00301,0.644,3.568,1.759,63545.861903,60796.001439
A_OB_2.5999999999999996_1.0_28,COM,1.167319,1.011414,2.92,4.766,5.383,62990.944663,60796.001439
A_OB_2.5999999999999996_1.0_29,COM,0.698934,1.006998,1.51,2.283,5.383,63234.38886,60796.001439
A_OB_2.5999999999999996_1.0_30,COM,1.492394,1.011556,1.163,3.009,4.544,61569.130696,60796.001439
A_OB_2.5999999999999996_1.0_31,COM,1.137902,1.00698,0.916,4.446,5.442,63367.830541,60796.001439
A_OB_2.5999999999999996_1.0_32,COM,0.283705,1.002451,1.844,4.06,1.094,62698.509313,60796.001439
A_OB_2.5999999999999996_1.0_33,COM,0.480478,1.004867,1.657,2.136,3.216,62132.474843,60796.001439
A_OB_2.5999999999999996_1.0_34,COM,0.753248,1.005686,2.007,4.373,4.383,60828.230784,60796.001439
A_OB_2.5999999999999996_1.0_35,COM,1.788837,1.014334,2.075,5.037,4.582,62535.769229,60796.001439
A_OB_2.5999999999999996_1.0_36,COM,0.379389,1.002393,0.92,3.513,0.792,61380.978552,60796.001439
A_OB_2.5999999999999996_1.0_37,COM,1.310664,1.011914,0.295,2.502,1.226,64031.045594,60796.001439
A_OB_2.5999999999999996_1.0_38,COM,1.390958,1.012561,0.873,0.835,4.726,62178.725274,60796.001439
A_OB_2.5999999999999996_1.0_39,COM,1.411583,1.008616,2.47,1.676,5.147,61505.893533,60796.001439
A_OB_2.5999999999999996_1.0_40,COM,1.84503,1.014922,1.047,5.221,3.083,62111.757176,60796.001439
A_OB_2.5999999999999996_1.0_41,COM,1.171408,1.006274,1.665,5.989,0.553,62240.184871,60796.001439
A_OB_2.5999999999999996_1.0_42,COM,0.047312,1.000736,1.78,5.159,5.926,64492.893424,60796.001439
A_OB_2.5999999999999996_1.0_43,COM,0.707266,1.010534,2.399,5.193,0.65,61327.153539,60796.001439
A_OB_2.5999999999999996_1.0_44,COM,0.850557,1.011724,1.054,0.988,0.244,63972.339071,60796.001439
A_OB_2.5999999999999996_1.0_45,COM,0.110206,1.002069,2.04,0.356,0.837,62132.94268,60796.001439
A_OB_2.5999999999999996_1.0_46,COM,1.00853,1.013237,1.8,5.082,5.852,61282.16158,60796.001439
A_OB_2.5999999999999996_1.0_47,COM,1.172294,1.016515,0.985,2.253,2.456,61381.68042,60796.001439
A_OB_2.5999999999999996_1.0_48,COM,0.805833,1.014769,0.588,2.919,3.307,61755.983776,60796.001439
A_OB_2.5999999999999996_1.0_49,COM,0.79583,1.013384,1.435,0.347,0.138,60830.858396,60796.001439
A_OB_2.5999999999999996_1.0_50,COM,1.364198,1.020307,2.493,1.599,3.198,62300.059463,60796.001439
A_OB_2.5999999999999996_1.0_51,COM,0.644683,1.008176,0.447,3.46,6.015,62583.388686,60796.001439
A_OB_2.5999999999999996_1.0_52,COM,0.698712,1.009783,1.887,0.874,4.516,62506.486835,60796.001439
A_OB_2.5999999999999996_1.0_53,COM,0.207014,1.00352,2.457,1.636,0.987,61546.626527,60796.001439
A_OB_2.5999999999999996_1.0_54,COM,1.347625,1.01926,0.465,1.677,1.75,62476.808673,60796.001439
A_OB_2.5999999999999996_1.0_55,COM,0.698712,1.009783,1.887,0.874,4.516,62506.486835,60796.001439
A_OB_2.5999999999999996_1.0_56,COM,0.789818,1.01447,1.691,4.419,3.075,60724.031845,60796.001439
A_OB_2.5999999999999996_1.0_57,COM,1.083841,1.013202,1.617,2.818,4.14,61503.424207,60796.001439
A_OB_2.5999999999999996_1.0_58,COM,1.083841,1.013202,1.617,2.818,4.14,61503.424207,60796.001439
A_OB_2.5999999999999996_1.0_59,COM,1.257236,1.020417,1.36,0.453,2.902,61695.297272,60796.001439
A_OB_2.5999999999999996_1.0_60,COM,0.379126,1.006189,0.697,5.173,2.375,63922.199789,60796.001439
A_OB_2.5999999999999996_1.0_61,COM,0.467855,1.007861,1.579,5.865,4.774,62954.705884,60796.001439
A_OB_2.5999999999999996_1.0_62,COM,0.602291,1.007784,1.181,6.273,3.332,64363.603907,60796.001439
A_OB_2.5999999999999996_1.0_63,COM,0.759906,1.009877,0.75,4.422,5.709,62434.703139,60796.001439
A_OB_2.5999999999999996_1.0_64,COM,1.199257,1.021923,2.073,5.37,5.785,64025.376832,60796.001439
