ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_1.2_1.0_0,COM,4.621687,1.025263,1.6,0.725,4.23,64117.648881,60796.001439
A_OB_1.2_1.0_1,COM,0.867868,1.01065,3.006,1.37,4.849,64501.494369,60796.001439
A_OB_1.2_1.0_2,COM,1.642048,1.018928,1.523,3.038,2.411,64476.557919,60796.001439
A_OB_1.2_1.0_3,COM,1.992596,1.032306,2.01,0.697,0.408,62274.638238,60796.001439
A_OB_1.2_1.0_4,COM,0.908258,1.025073,0.787,3.362,1.799,63829.229796,60796.001439
A_OB_1.2_1.0_5,COM,2.160029,1.04259,2.13,2.381,0.233,60892.261453,60796.001439
A_OB_1.2_1.0_6,COM,4.379018,1.152878,1.643,2.479,4.307,63474.881353,60796.001439
A_OB_1.2_1.0_7,COM,0.945046,1.051426,2.442,5.673,4.499,62038.500038,60796.001439
A_OB_1.2_1.0_8,COM,0.912831,1.049107,0.818,2.67,4.501,60293.884886,60796.001439
A_OB_1.2_1.0_9,COM,1.223319,1.059819,2.307,3.599,3.466,63134.969787,60796.001439
A_OB_1.2_1.0_10,COM,0.754498,1.039398,0.971,6.077,5.362,61313.013088,60796.001439
A_OB_1.2_1.0_11,COM,0.615324,1.044029,1.809,1.556,6.233,62821.382298,60796.001439
A_OB_1.2_1.0_12,COM,1.572899,1.109413,1.82,4.833,4.716,63947.561937,60796.001439
A_OB_1.2_1.0_13,COM,0.402977,1.027246,2.517,1.543,4.565,62165.958104,60796.001439
A_OB_1.2_1.0_14,COM,1.448644,1.092319,1.587,1.162,5.491,61537.524434,60796.001439
A_OB_1.2_1.0_15,COM,2.293392,1.204425,0.544,4.753,6.246,64338.711645,60796.001439
A_OB_1.2_1.0_16,COM,1.627821,1.140712,1.69,3.329,2.088,62368.404258,60796.001439
A_OB_1.2_1.0_17,COM,0.350666,1.029604,1.119,5.097,3.42,63419.976337,60796.001439
A_OB_1.2_1.0_18,COM,0.085049,1.007906,0.937,3.835,6.042,63435.187938,60796.001439
A_OB_1.2_1.0_19,COM,1.116737,1.105296,1.917,1.4,2.193,63053.437193,60796.001439
A_OB_1.2_1.0_20,COM,1.895602,1.192568,1.125,3.191,3.511,62812.286597,60796.001439
A_OB_1.2_1.0_21,COM,1.485741,1.157249,2.682,6.197,3.588,60960.341425,60796.001439
A_OB_1.2_1.0_22,COM,0.802521,1.09059,1.4,1.795,4.492,63940.20798,60796.001439
A_OB_1.2_1.0_23,COM,1.082314,1.122701,0.673,3.717,0.565,62480.186322,60796.001439
A_OB_1.2_1.0_24,COM,10.772999,2.076234,1.719,1.859,3.593,62511.795881,60796.001439
A_OB_1.2_1.0_25,COM,0.875633,1.093199,1.172,2.477,2.567,61756.520053,60796.001439
A_OB_1.2_1.0_26,COM,0.961713,1.12357,0.71,4.167,2.543,62953.953507,60796.001439
A_OB_1.2_1.0_27,COM,1.435563,1.175776,1.361,1.765,4.467,61150.112322,60796.001439
A_OB_1.2_1.0_28,COM,0.047051,1.005973,2.657,0.771,3.776,62872.798708,60796.001439
A_OB_1.2_1.0_29,COM,1.355268,1.183013,2.531,3.238,2.376,62016.520105,60796.001439
A_OB_1.2_1.0_30,COM,3.201368,1.425277,1.815,0.857,4.671,61511.448333,60796.001439
A_OB_1.2_1.0_31,COM,3.328375,1.396909,2.404,1.407,2.259,64033.206215,60796.001439
A_OB_1.2_1.0_32,COM,0.984424,1.126014,1.082,2.129,4.174,63712.564635,60796.001439
A_OB_1.2_1.0_33,COM,1.148821,1.152519,2.891,4.232,4.608,63649.396449,60796.001439
A_OB_1.2_1.0_34,COM,0.246998,1.035298,2.513,4.003,5.734,64164.441106,60796.001439
A_OB_1.2_1.0_35,COM,18.361911,3.839417,1.608,4.45,2.314,55052.716376,60796.001439
A_OB_1.2_1.0_36,COM,1.391506,1.194093,1.632,5.939,5.017,62343.462887,60796.001439
A_OB_1.2_1.0_37,COM,10.228987,2.422663,1.993,3.608,3.147,62183.824984,60796.001439
A_OB_1.2_1.0_38,COM,0.075922,1.01251,2.483,5.39,4.38,64185.35043,60796.001439
A_OB_1.2_1.0_39,COM,1.372722,1.264054,1.944,4.679,3.309,63749.356848,60796.001439
A_OB_1.2_1.0_40,COM,0.666835,1.12355,1.176,1.831,4.942,62776.902507,60796.001439
A_OB_1.2_1.0_41,COM,1.848486,1.336046,1.809,2.227,4.176,61670.155103,60796.001439
A_OB_1.2_1.0_42,COM,0.352363,1.06449,0.686,0.517,0.525,61015.856839,60796.001439
A_OB_1.2_1.0_43,COM,0.817105,1.172753,0.972,5.342,3.783,62878.511157,60796.001439
A_OB_1.2_1.0_44,COM,1.833346,1.357813,1.514,2.134,4.078,62511.549075,60796.001439
A_OB_1.2_1.0_45,COM,0.952371,1.201717,2.234,3.113,1.793,62793.567741,60796.001439
A_OB_1.2_1.0_46,COM,0.853934,1.173689,2.123,0.817,4.234,61726.047386,60796.001439
A_OB_1.2_1.0_47,COM,1.398977,1.28451,1.394,0.463,4.946,61570.000695,60796.001439
A_OB_1.2_1.0_48,COM,0.573097,1.141321,2.303,3.568,3.945,61548.7117,60796.001439
A_OB_1.2_1.0_49,COM,0.616971,1.155795,2.304,4.123,1.923,61908.822178,60796.001439
A_OB_1.2_1.0_50,COM,0.045402,1.010807,2.03,4.961,4.656,62279.743465,60796.001439
A_OB_1.2_1.0_51,COM,0.265821,1.063472,1.892,1.887,4.833,64033.285788,60796.001439
A_OB_1.2_1.0_52,COM,1.716097,1.420687,1.676,1.986,4.745,63167.607116,60796.001439
A_OB_1.2_1.0_53,COM,0.319022,1.078804,1.162,3.892,2.375,61909.453274,60796.001439
A_OB_1.2_1.0_54,COM,0.977425,1.26484,0.54,6.117,2.414,63530.50398,60796.001439
A_OB_1.2_1.0_55,COM,0.207468,1.058402,2.769,2.398,5.246,61738.203649,60796.001439
A_OB_1.2_1.0_56,COM,2.843963,1.80276,0.819,2.094,4.988,61222.174708,60796.001439
A_OB_1.2_1.0_57,COM,1.06202,1.308774,1.66,4.234,3.293,62207.213983,60796.001439
A_OB_1.2_1.0_58,COM,0.247858,1.071445,1.638,3.672,2.948,61264.109397,60796.001439
A_OB_1.2_1.0_59,COM,1.253282,1.354938,0.999,2.454,1.664,61450.879433,60796.001439
A_OB_1.2_1.0_60,COM,1.018591,1.276169,1.73,3.581,3.292,62317.847772,60796.001439
A_OB_1.2_1.0_61,COM,1.567874,1.454818,1.037,4.774,2.928,61501.3196,60796.001439
A_OB_1.2_1.0_62,COM,0.170953,1.048734,0.716,1.037,4.876,61398.585579,60796.001439
A_OB_1.2_1.0_63,COM,0.351544,1.106574,0.937,1.955,5.873,64497.982763,60796.001439
A_OB_1.2_1.0_64,COM,1.240124,1.365915,2.928,5.148,1.723,61432.342996,60796.001439
A_OB_1.2_1.0_65,COM,1.853542,1.604189,1.447,1.745,2.562,63093.127278,60796.001439
A_OB_1.2_1.0_66,COM,0.050008,1.015878,1.802,2.766,2.976,62968.417986,60796.001439
A_OB_1.2_1.0_67,COM,0.056094,1.016467,1.407,4.961,4.244,61198.464433,60796.001439
A_OB_1.2_1.0_68,COM,0.793599,1.258602,1.105,4.328,3.842,62913.414645,60796.001439
A_OB_1.2_1.0_69,COM,0.825922,1.260024,1.518,0.754,4.613,64323.591588,60796.001439
A_OB_1.2_1.0_70,COM,64.415757,20.985345,2.441,5.64,4.225,64126.592598,60796.001439
A_OB_1.2_1.0_71,COM,0.568562,1.191185,1.253,0.786,5.458,64278.194628,60796.001439
A_OB_1.2_1.0_72,COM,3.053114,2.037418,1.615,1.908,4.29,64239.68013,60796.001439
A_OB_1.2_1.0_73,COM,5.381129,2.831338,2.552,5.52,4.215,61610.54705,60796.001439
A_OB_1.2_1.0_74,COM,4.585282,2.645975,2.982,1.675,4.86,61572.463871,60796.001439
A_OB_1.2_1.0_75,COM,1.259092,1.41752,2.466,5.26,4.454,61678.922707,60796.001439
A_OB_1.2_1.0_76,COM,1.060735,1.365272,1.4,0.024,4.376,62817.722615,60796.001439
A_OB_1.2_1.0_77,COM,1.117765,1.380233,2.235,4.055,3.633,60703.391524,60796.001439
A_OB_1.2_1.0_78,COM,1.932247,1.670182,2.192,2.115,4.459,63230.909712,60796.001439
A_OB_1.2_1.0_79,COM,1.860106,1.712195,1.195,3.664,3.381,60760.614579,60796.001439
A_OB_1.2_1.0_80,COM,0.312097,1.126429,2.782,2.615,0.697,64349.351758,60796.001439
A_OB_1.2_1.0_81,COM,0.453182,1.169533,1.093,1.541,5.45,62295.898612,60796.001439
A_OB_1.2_1.0_82,COM,1.993417,1.781598,2.663,4.399,4.279,61019.462535,60796.001439
A_OB_1.2_1.0_83,COM,0.875574,1.339909,0.872,6.198,6.253,63586.377233,60796.001439
A_OB_1.2_1.0_84,COM,1.408393,1.574805,0.022,4.829,1.865,64247.755622,60796.001439
A_OB_1.2_1.0_85,COM,3.897574,2.669927,0.41,5.287,2.14,63394.013422,60796.001439
A_OB_1.2_1.0_86,COM,2.754912,2.237546,0.728,1.419,4.963,62688.218865,60796.001439
A_OB_1.2_1.0_87,COM,0.795491,1.327632,2.105,5.835,4.107,63881.432667,60796.001439
A_OB_1.2_1.0_88,COM,0.871723,1.376163,2.051,5.559,3.821,62439.488186,60796.001439
