ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_2.3999999999999995_1.0_0,25.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_1,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_2,25.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_3,24.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_4,25.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_5,25.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_6,24.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_7,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_8,25.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_9,25.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_10,24.54,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_11,24.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_12,23.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_13,21.71,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_14,22.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_15,23.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_16,24.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_17,25.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_18,25.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_19,25.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_20,25.06,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_21,24.83,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_22,25.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_23,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_24,23.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_25,25.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_26,24.69,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_27,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_28,25.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_2.3999999999999995_1.0_29,24.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
