ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.4_1.0_0,24.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_1,25.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_2,24.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_3,22.72,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_4,23.66,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_5,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_6,25.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_7,23.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_8,24.75,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_9,23.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_10,23.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_11,24.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_12,24.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_13,21.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_14,18.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_15,17.66,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_16,13.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_17,20.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_18,21.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_19,14.86,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_20,25.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_21,23.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_22,24.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_23,20.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_24,24.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_25,19.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_26,23.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_27,22.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_28,24.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_29,18.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_30,25.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_31,23.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_32,24.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_33,18.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_34,25.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_35,25.11,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_36,23.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
