ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_2.5999999999999996_1.0_0,COM,0.48584,1.002241,2.084,6.068,4.616,60954.760276877234,60980.00158187724
A_M_2.5999999999999996_1.0_1,COM,0.96669,1.003405,1.866,2.507,1.594,63762.24980187724,60980.00158187724
A_M_2.5999999999999996_1.0_2,COM,0.684245,1.002135,0.965,1.457,4.293,61847.02726487724,60980.00158187724
A_M_2.5999999999999996_1.0_3,COM,0.48584,1.002241,2.084,6.068,4.616,60954.760276877234,60980.00158187724
A_M_2.5999999999999996_1.0_4,COM,1.1665,1.008558,1.322,0.661,1.306,63110.90745587724,60980.00158187724
A_M_2.5999999999999996_1.0_5,COM,0.63384,1.006566,1.019,0.312,1.682,63993.52969987724,60980.00158187724
A_M_2.5999999999999996_1.0_6,COM,1.166398,1.007861,1.706,3.568,2.472,64246.75811787724,60980.00158187724
A_M_2.5999999999999996_1.0_7,COM,1.491526,1.010978,1.196,2.087,5.852,64083.59355187724,60980.00158187724
A_M_2.5999999999999996_1.0_8,COM,1.106722,1.005878,0.72,0.45,2.966,62526.43711387724,60980.00158187724
A_M_2.5999999999999996_1.0_9,COM,0.934258,1.007734,1.919,5.685,3.734,61613.94315487724,60980.00158187724
A_M_2.5999999999999996_1.0_10,COM,0.493166,1.004801,2.37,3.631,5.716,63738.19207587724,60980.00158187724
A_M_2.5999999999999996_1.0_11,COM,0.563332,1.00543,1.007,4.93,0.118,63033.82403787724,60980.00158187724
A_M_2.5999999999999996_1.0_12,COM,2.04778,1.013092,1.405,2.002,4.945,63078.02359187724,60980.00158187724
A_M_2.5999999999999996_1.0_13,COM,0.125946,1.00154,0.687,4.507,5.433,64437.67205787724,60980.00158187724
A_M_2.5999999999999996_1.0_14,COM,1.595747,1.026391,1.708,0.817,5.943,61696.464777877234,60980.00158187724
A_M_2.5999999999999996_1.0_15,COM,0.83988,1.015245,1.06,0.259,4.667,62167.344425877236,60980.00158187724
A_M_2.5999999999999996_1.0_16,COM,1.344385,1.016227,1.467,1.813,3.147,63787.107922877236,60980.00158187724
A_M_2.5999999999999996_1.0_17,COM,0.721892,1.011862,1.446,2.286,4.236,63933.75838087724,60980.00158187724
A_M_2.5999999999999996_1.0_18,COM,0.751987,1.010584,0.504,3.975,2.883,64060.13707987724,60980.00158187724
A_M_2.5999999999999996_1.0_19,COM,1.23789,1.022632,1.623,5.125,3.256,63323.92623487724,60980.00158187724
A_M_2.5999999999999996_1.0_20,COM,0.231018,1.00358,1.485,1.525,5.845,63440.24597387724,60980.00158187724
A_M_2.5999999999999996_1.0_21,COM,0.070333,1.000872,1.612,1.27,0.74,61925.81426487724,60980.00158187724
A_M_2.5999999999999996_1.0_22,COM,0.999087,1.011738,1.909,4.521,3.254,64260.63359587724,60980.00158187724
A_M_2.5999999999999996_1.0_23,COM,0.832819,1.0094,1.595,0.332,1.928,63673.973227877235,60980.00158187724
A_M_2.5999999999999996_1.0_24,COM,1.449588,1.018302,0.702,3.876,4.247,61595.08959187724,60980.00158187724
A_M_2.5999999999999996_1.0_25,COM,0.669788,1.007618,1.435,3.316,3.383,61659.865440877235,60980.00158187724
A_M_2.5999999999999996_1.0_26,COM,1.178241,1.026947,0.077,3.184,5.993,63164.65396187724,60980.00158187724
A_M_2.5999999999999996_1.0_27,COM,0.191254,1.004793,0.421,1.378,0.48,62625.932368877235,60980.00158187724
A_M_2.5999999999999996_1.0_28,COM,0.466812,1.013459,0.249,0.179,4.485,61147.17123087724,60980.00158187724
A_M_2.5999999999999996_1.0_29,COM,0.293425,1.006771,2.097,4.942,3.354,63302.642568877236,60980.00158187724
A_M_2.5999999999999996_1.0_30,COM,1.016986,1.024845,2.194,3.041,5.513,64152.38219087724,60980.00158187724
A_M_2.5999999999999996_1.0_31,COM,0.02446,1.000496,2.026,5.091,0.513,63293.605448877235,60980.00158187724
A_M_2.5999999999999996_1.0_32,COM,1.29834,1.030839,1.683,2.048,3.063,63054.93061187724,60980.00158187724
A_M_2.5999999999999996_1.0_33,COM,1.355819,1.040042,0.268,4.226,4.034,62993.74571387724,60980.00158187724
A_M_2.5999999999999996_1.0_34,COM,1.0372,1.033602,1.984,0.866,0.442,61134.26140287724,60980.00158187724
A_M_2.5999999999999996_1.0_35,COM,0.755178,1.023522,0.877,5.98,4.067,63705.281921877235,60980.00158187724
A_M_2.5999999999999996_1.0_36,COM,0.305494,1.01248,2.356,1.728,4.529,61378.020340877236,60980.00158187724
A_M_2.5999999999999996_1.0_37,COM,0.873928,1.027875,1.622,6.238,2.908,63453.035212877236,60980.00158187724
A_M_2.5999999999999996_1.0_38,COM,0.234651,1.008694,1.227,1.374,5.753,61568.010386877235,60980.00158187724
A_M_2.5999999999999996_1.0_39,COM,1.126733,1.038738,2.138,2.795,0.612,64603.596548877234,60980.00158187724
A_M_2.5999999999999996_1.0_40,COM,0.83541,1.031224,1.665,4.104,4.425,62986.65826387724,60980.00158187724
