ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_2.3999999999999995_1.0_0,COM,0.216462,1.000522,0.945,5.336,5.344,63577.15952987724,60980.00158187724
A_M_2.3999999999999995_1.0_1,COM,0.136561,1.000533,1.717,4.525,0.638,63273.279320877235,60980.00158187724
A_M_2.3999999999999995_1.0_2,COM,1.439778,1.007906,1.705,4.943,6.071,62479.899290877234,60980.00158187724
A_M_2.3999999999999995_1.0_3,COM,1.319401,1.009712,2.238,6.088,3.301,62173.01101687724,60980.00158187724
A_M_2.3999999999999995_1.0_4,COM,0.697442,1.010268,1.483,3.143,6.103,63883.04455287724,60980.00158187724
A_M_2.3999999999999995_1.0_5,COM,1.10818,1.019014,2.271,0.418,0.175,61805.05151487724,60980.00158187724
A_M_2.3999999999999995_1.0_6,COM,0.409076,1.00483,1.582,0.651,4.693,64279.76734687724,60980.00158187724
A_M_2.3999999999999995_1.0_7,COM,1.129203,1.01896,1.563,0.838,3.947,64570.386098877236,60980.00158187724
A_M_2.3999999999999995_1.0_8,COM,0.997498,1.018529,1.779,4.962,2.025,62969.00480587724,60980.00158187724
A_M_2.3999999999999995_1.0_9,COM,1.924928,1.024368,2.232,1.009,2.79,62989.60997487724,60980.00158187724
A_M_2.3999999999999995_1.0_10,COM,0.855147,1.014326,1.926,0.055,6.138,63468.23909487724,60980.00158187724
A_M_2.3999999999999995_1.0_11,COM,0.24575,1.006659,2.641,0.104,0.763,61397.51993787724,60980.00158187724
A_M_2.3999999999999995_1.0_12,COM,0.722426,1.017223,2.719,4.618,3.705,63776.15287487724,60980.00158187724
A_M_2.3999999999999995_1.0_13,COM,1.651924,1.047869,2.689,4.016,5.319,64289.72044587724,60980.00158187724
A_M_2.3999999999999995_1.0_14,COM,1.161339,1.02315,1.736,4.719,1.108,62222.125177877235,60980.00158187724
A_M_2.3999999999999995_1.0_15,COM,1.522622,1.029859,0.868,0.069,0.839,63130.309305877236,60980.00158187724
A_M_2.3999999999999995_1.0_16,COM,0.290208,1.00642,2.684,1.411,3.939,62635.965208877235,60980.00158187724
A_M_2.3999999999999995_1.0_17,COM,0.074689,1.001858,0.597,4.452,5.67,63089.99803887724,60980.00158187724
A_M_2.3999999999999995_1.0_18,COM,0.495943,1.011653,0.365,6.088,0.482,61738.56815287724,60980.00158187724
A_M_2.3999999999999995_1.0_19,COM,1.297323,1.045992,2.159,3.647,5.457,63139.48675887724,60980.00158187724
A_M_2.3999999999999995_1.0_20,COM,1.152752,1.035288,2.857,3.378,1.488,62478.06834787724,60980.00158187724
A_M_2.3999999999999995_1.0_21,COM,1.245322,1.037503,1.564,4.462,5.494,64399.45174687724,60980.00158187724
A_M_2.3999999999999995_1.0_22,COM,0.908438,1.030454,1.484,5.031,3.632,61762.74324687724,60980.00158187724
A_M_2.3999999999999995_1.0_23,COM,0.5787,1.01954,2.016,0.574,5.744,64621.05894787724,60980.00158187724
A_M_2.3999999999999995_1.0_24,COM,0.066422,1.002032,2.562,5.587,3.107,61882.245127877235,60980.00158187724
A_M_2.3999999999999995_1.0_25,COM,1.399867,1.052932,1.95,6.226,0.025,64274.38761087724,60980.00158187724
A_M_2.3999999999999995_1.0_26,COM,1.513898,1.047042,1.552,2.452,3.208,61491.961901877236,60980.00158187724
A_M_2.3999999999999995_1.0_27,COM,0.922592,1.035702,2.888,5.666,0.801,61813.13754687724,60980.00158187724
A_M_2.3999999999999995_1.0_28,COM,0.793176,1.033328,1.594,1.739,0.241,64527.89819187724,60980.00158187724
A_M_2.3999999999999995_1.0_29,COM,0.604195,1.029352,2.314,5.072,2.811,62410.48062487724,60980.00158187724
A_M_2.3999999999999995_1.0_30,COM,0.649209,1.028355,1.726,0.342,1.09,61144.57016987724,60980.00158187724
A_M_2.3999999999999995_1.0_31,COM,1.838298,1.100197,2.455,3.2,1.651,63111.47648787724,60980.00158187724
A_M_2.3999999999999995_1.0_32,COM,1.305523,1.061475,1.311,1.912,4.8,62381.499942877235,60980.00158187724
A_M_2.3999999999999995_1.0_33,COM,0.361469,1.023174,1.759,2.949,4.381,62599.462329877235,60980.00158187724
A_M_2.3999999999999995_1.0_34,COM,1.328032,1.097365,3.082,6.14,4.627,61334.34830087724,60980.00158187724
A_M_2.3999999999999995_1.0_35,COM,1.746454,1.104722,1.209,3.856,4.311,63627.730320877235,60980.00158187724
A_M_2.3999999999999995_1.0_36,COM,1.564636,1.104582,0.651,1.218,3.039,61502.180459877236,60980.00158187724
A_M_2.3999999999999995_1.0_37,COM,0.523902,1.038026,1.115,4.945,4.109,62884.78459687724,60980.00158187724
A_M_2.3999999999999995_1.0_38,COM,0.860819,1.05183,2.167,2.884,0.01,64083.45948787724,60980.00158187724
A_M_2.3999999999999995_1.0_39,COM,0.649722,1.039744,2.66,0.815,0.81,61733.56327387724,60980.00158187724
A_M_2.3999999999999995_1.0_40,COM,0.787983,1.059503,1.076,6.005,5.444,63262.34254587724,60980.00158187724
A_M_2.3999999999999995_1.0_41,COM,1.19187,1.10145,2.125,5.949,5.918,64456.261397877235,60980.00158187724
A_M_2.3999999999999995_1.0_42,COM,1.209619,1.097985,2.436,2.963,5.758,62055.16858387724,60980.00158187724
A_M_2.3999999999999995_1.0_43,COM,1.05554,1.094681,0.984,1.347,4.065,63884.62850087724,60980.00158187724
A_M_2.3999999999999995_1.0_44,COM,0.463136,1.036122,2.077,5.685,4.672,64645.78245187724,60980.00158187724
A_M_2.3999999999999995_1.0_45,COM,1.344741,1.106432,2.853,5.074,0.077,61080.59522487724,60980.00158187724
A_M_2.3999999999999995_1.0_46,COM,0.62115,1.052448,2.51,4.485,4.549,62163.780976877235,60980.00158187724
A_M_2.3999999999999995_1.0_47,COM,0.056444,1.005126,1.487,4.65,4.874,61337.42581087724,60980.00158187724
A_M_2.3999999999999995_1.0_48,COM,0.528675,1.043984,2.156,2.117,5.105,62262.249876877235,60980.00158187724
A_M_2.3999999999999995_1.0_49,COM,1.471372,1.109953,2.084,4.671,4.557,63872.375802877235,60980.00158187724
A_M_2.3999999999999995_1.0_50,COM,0.366108,1.027445,1.928,0.891,3.527,63916.094270877235,60980.00158187724
A_M_2.3999999999999995_1.0_51,COM,0.962918,1.082862,1.1,3.527,4.865,63448.70571987724,60980.00158187724
A_M_2.3999999999999995_1.0_52,COM,0.670409,1.05867,2.913,4.287,0.44,64080.515397877236,60980.00158187724
A_M_2.3999999999999995_1.0_53,COM,1.274427,1.102489,1.59,3.452,5.329,62814.490636877235,60980.00158187724
A_M_2.3999999999999995_1.0_54,COM,0.909375,1.104159,1.29,0.48,5.824,62410.291185877235,60980.00158187724
A_M_2.3999999999999995_1.0_55,COM,0.534278,1.058447,2.264,1.372,1.955,62858.01940787724,60980.00158187724
A_M_2.3999999999999995_1.0_56,COM,1.310832,1.125175,1.13,1.425,2.61,61464.745749877235,60980.00158187724
A_M_2.3999999999999995_1.0_57,COM,1.403957,1.146314,1.735,1.337,5.677,62499.109126877236,60980.00158187724
A_M_2.3999999999999995_1.0_58,COM,0.259959,1.028761,0.969,5.197,4.162,61907.71560187724,60980.00158187724
A_M_2.3999999999999995_1.0_59,COM,0.459056,1.052013,2.988,6.066,5.926,61692.286950877235,60980.00158187724
A_M_2.3999999999999995_1.0_60,COM,1.288643,1.140555,1.778,0.779,4.413,62546.12177487724,60980.00158187724
A_M_2.3999999999999995_1.0_61,COM,1.481655,1.163684,2.455,5.406,3.148,62768.51450187724,60980.00158187724
A_M_2.3999999999999995_1.0_62,COM,0.656567,1.070311,2.446,1.743,5.09,63167.493126877234,60980.00158187724
A_M_2.3999999999999995_1.0_63,COM,1.207643,1.121295,2.216,2.594,5.495,63396.216825877236,60980.00158187724
A_M_2.3999999999999995_1.0_64,COM,1.251112,1.129569,2.554,4.214,4.089,62190.46689187724,60980.00158187724
A_M_2.3999999999999995_1.0_65,COM,0.306709,1.030048,0.991,2.359,3.548,61125.16974087724,60980.00158187724
A_M_2.3999999999999995_1.0_66,COM,0.931529,1.112807,1.047,1.917,4.343,62197.19975087724,60980.00158187724
A_M_2.3999999999999995_1.0_67,COM,1.115545,1.139215,0.824,1.862,5.173,61369.37226287724,60980.00158187724
A_M_2.3999999999999995_1.0_68,COM,1.069968,1.125041,1.712,4.151,4.937,63220.92797387724,60980.00158187724
A_M_2.3999999999999995_1.0_69,COM,0.54286,1.066697,2.912,4.575,0.055,63763.90938887724,60980.00158187724
A_M_2.3999999999999995_1.0_70,COM,1.38784,1.18859,1.317,5.573,4.594,62135.35573387724,60980.00158187724
A_M_2.3999999999999995_1.0_71,COM,0.995398,1.116101,1.542,4.256,1.261,61013.92812587724,60980.00158187724
A_M_2.3999999999999995_1.0_72,COM,0.91047,1.125115,1.098,2.047,4.46,62623.87962087724,60980.00158187724
A_M_2.3999999999999995_1.0_73,COM,1.588648,1.211882,2.339,1.199,3.64,63129.05896987724,60980.00158187724
A_M_2.3999999999999995_1.0_74,COM,1.161445,1.150224,1.297,3.033,2.424,62218.67486487724,60980.00158187724
A_M_2.3999999999999995_1.0_75,COM,0.219389,1.028919,0.785,6.065,4.157,61210.04504587724,60980.00158187724
A_M_2.3999999999999995_1.0_76,COM,0.278717,1.041389,0.931,0.474,6.224,62028.53457187724,60980.00158187724
A_M_2.3999999999999995_1.0_77,COM,2.037471,1.318847,1.68,4.905,5.002,63675.36513487724,60980.00158187724
