ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_2.1999999999999997_1.0_0,COM,1.319562,1.003478,2.707,0.996,6.269,62764.939249877236,60980.00158187724
A_M_2.1999999999999997_1.0_1,COM,1.195685,1.005987,0.461,2.063,3.326,61506.604697877236,60980.00158187724
A_M_2.1999999999999997_1.0_2,COM,1.373939,1.01236,1.306,1.542,5.684,63451.712504877236,60980.00158187724
A_M_2.1999999999999997_1.0_3,COM,1.23522,1.014843,1.307,5.875,0.107,62029.68336587724,60980.00158187724
A_M_2.1999999999999997_1.0_4,COM,0.03579,1.000999,1.797,0.317,4.519,64014.799178877234,60980.00158187724
A_M_2.1999999999999997_1.0_5,COM,0.034705,1.000657,2.229,0.038,2.966,61045.951156877236,60980.00158187724
A_M_2.1999999999999997_1.0_6,COM,1.207817,1.027946,2.306,3.599,5.984,63005.82599187724,60980.00158187724
A_M_2.1999999999999997_1.0_7,COM,0.153153,1.003936,2.29,0.843,4.034,63198.06021687724,60980.00158187724
A_M_2.1999999999999997_1.0_8,COM,1.666083,1.0409,1.008,4.741,3.904,61874.39594587724,60980.00158187724
A_M_2.1999999999999997_1.0_9,COM,0.092531,1.002912,2.051,4.86,1.735,62923.10973087724,60980.00158187724
A_M_2.1999999999999997_1.0_10,COM,0.549818,1.021474,1.907,4.729,0.578,62878.24967387724,60980.00158187724
A_M_2.1999999999999997_1.0_11,COM,0.639356,1.025458,0.512,2.247,0.59,61447.44912587724,60980.00158187724
A_M_2.1999999999999997_1.0_12,COM,0.357463,1.012418,1.003,2.507,0.48,62169.38505987724,60980.00158187724
A_M_2.1999999999999997_1.0_13,COM,1.603534,1.083912,2.408,3.062,1.079,64277.644542877235,60980.00158187724
A_M_2.1999999999999997_1.0_14,COM,1.165167,1.056624,1.783,2.263,1.673,64265.17085687724,60980.00158187724
A_M_2.1999999999999997_1.0_15,COM,0.243119,1.012923,2.162,4.386,2.184,62624.72913387724,60980.00158187724
A_M_2.1999999999999997_1.0_16,COM,1.259087,1.071028,2.614,5.542,2.877,61917.39007887724,60980.00158187724
A_M_2.1999999999999997_1.0_17,COM,1.004815,1.056525,0.433,5.205,2.845,61571.195265877235,60980.00158187724
