ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_3.3999999999999995_1.0_0,COM,0.230729,1.000265,0.992,2.783,2.105,61323.761765877236,60980.00158187724
A_M_3.3999999999999995_1.0_1,COM,0.96016,1.000324,1.685,1.873,0.794,62453.836643877235,60980.00158187724
A_M_3.3999999999999995_1.0_2,COM,1.097373,1.001055,2.45,3.369,1.613,63668.49082087724,60980.00158187724
A_M_3.3999999999999995_1.0_3,COM,0.068249,1.000064,0.999,0.3,1.382,60979.72983787724,60980.00158187724
A_M_3.3999999999999995_1.0_4,COM,1.401665,1.000553,1.864,2.098,4.16,64465.58114687724,60980.00158187724
A_M_3.3999999999999995_1.0_5,COM,0.040262,1.000003,2.342,0.159,0.593,62623.704939877236,60980.00158187724
A_M_3.3999999999999995_1.0_6,COM,0.7366,1.003594,2.299,4.794,5.229,62872.430584877235,60980.00158187724
A_M_3.3999999999999995_1.0_7,COM,0.431831,1.002,0.906,0.699,1.646,64154.17670787724,60980.00158187724
A_M_3.3999999999999995_1.0_8,COM,0.17637,1.000343,1.71,2.617,2.643,64044.44569087724,60980.00158187724
A_M_3.3999999999999995_1.0_9,COM,0.259319,1.000775,2.461,3.781,1.423,62685.45165887724,60980.00158187724
A_M_3.3999999999999995_1.0_10,COM,0.415826,1.000966,1.924,5.458,4.417,62687.29265287724,60980.00158187724
A_M_3.3999999999999995_1.0_11,COM,1.09676,1.003729,1.22,2.415,2.963,62312.63054487724,60980.00158187724
A_M_3.3999999999999995_1.0_12,COM,1.013087,1.001611,0.484,2.343,0.885,63784.52537187724,60980.00158187724
A_M_3.3999999999999995_1.0_13,COM,1.812641,1.004611,1.952,4.037,5.315,61730.77124987724,60980.00158187724
A_M_3.3999999999999995_1.0_14,COM,1.437894,1.005009,0.414,0.046,5.729,62694.277728877234,60980.00158187724
A_M_3.3999999999999995_1.0_15,COM,1.010927,1.003638,2.942,1.167,1.638,64113.53029887724,60980.00158187724
A_M_3.3999999999999995_1.0_16,COM,0.839132,1.002593,2.511,5.842,0.397,61846.93547987724,60980.00158187724
A_M_3.3999999999999995_1.0_17,COM,0.635477,1.00173,1.731,5.584,1.194,62097.17515387724,60980.00158187724
