ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_2.5999999999999996_1.0_0,23.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_1,25.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_2,24.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_3,25.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_4,21.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_5,24.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_6,24.06,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_7,24.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_8,24.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_9,24.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_10,24.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_11,24.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_12,24.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_13,24.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_14,25.34,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_15,24.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_16,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_17,23.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_18,25.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_19,23.54,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_20,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_21,25.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_22,25.34,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_23,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_24,25.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_25,25.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_26,25.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_27,24.69,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_28,25.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.5999999999999996_1.0_29,24.74,2.31,0.73,-0.33,-0.5,-0.68,0.15
