ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_2.8_1.0_0,24.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_1,23.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_2,24.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_3,23.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_4,25.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_5,25.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_6,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_7,24.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_8,24.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_9,23.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_10,23.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_11,22.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_12,25.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_13,25.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_14,24.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_15,25.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_16,24.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_17,23.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_18,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_19,25.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_20,25.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_21,23.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_22,25.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_23,21.83,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_24,22.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_25,25.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_26,25.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_27,23.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_28,24.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_29,22.74,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_30,24.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_31,24.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_32,24.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_33,23.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_34,23.41,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_35,25.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_36,25.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_37,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_38,25.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_39,23.78,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_40,25.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_41,22.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_42,22.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_43,24.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_44,25.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_45,24.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_46,25.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_47,25.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_48,24.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_49,25.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_50,25.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_51,25.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_52,25.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_53,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_54,24.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_55,24.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_56,25.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_57,25.21,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_58,25.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_59,24.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_60,25.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_61,24.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_2.8_1.0_62,25.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
