ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.4_1.0_0,24.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_1,24.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_2,24.63,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_3,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_4,24.85,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_5,22.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_6,23.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_7,20.9,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_8,25.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_9,25.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_10,22.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_11,23.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_12,24.63,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_13,23.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_14,25.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_15,23.72,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_16,24.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_17,22.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_18,16.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_19,21.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_20,24.72,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_21,23.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_22,25.36,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_23,22.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_24,24.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_25,25.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_26,25.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_27,23.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_28,16.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_29,25.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_30,24.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_31,25.54,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_32,20.86,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_33,24.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_34,24.68,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_35,25.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_36,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_37,20.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_38,25.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_39,23.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_40,24.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_41,23.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_42,23.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_43,23.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_44,23.68,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_45,25.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_46,25.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_47,23.01,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_48,23.66,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_49,14.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_50,21.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_51,22.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_52,7.3,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_53,18.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_54,23.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_55,24.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_56,24.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_57,24.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
