ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_1.9999999999999998_1.0_0,COM,3.360928,1.004307,2.229,3.233,5.35,60662.640341,60796.001439
A_OB_1.9999999999999998_1.0_1,COM,0.890497,1.002285,1.97,5.771,2.424,61984.832513,60796.001439
A_OB_1.9999999999999998_1.0_2,COM,5.095929,1.00877,2.08,2.495,1.076,62326.157404,60796.001439
A_OB_1.9999999999999998_1.0_3,COM,0.253922,1.000585,1.803,5.319,0.044,60755.62604,60796.001439
A_OB_1.9999999999999998_1.0_4,COM,1.611254,1.002903,2.073,1.598,0.739,63278.549887,60796.001439
A_OB_1.9999999999999998_1.0_5,COM,1.257058,1.011859,2.201,2.581,1.744,61570.898432,60796.001439
A_OB_1.9999999999999998_1.0_6,COM,1.177888,1.008266,1.089,3.359,1.467,62313.008622,60796.001439
A_OB_1.9999999999999998_1.0_7,COM,1.028387,1.007023,1.012,4.753,5.001,62020.969118,60796.001439
A_OB_1.9999999999999998_1.0_8,COM,1.41797,1.023821,2.706,1.479,5.026,64250.615748,60796.001439
A_OB_1.9999999999999998_1.0_9,COM,0.851701,1.015421,0.621,0.141,0.557,62017.083159,60796.001439
A_OB_1.9999999999999998_1.0_10,COM,0.756409,1.010949,2.592,4.255,1.557,62947.742656,60796.001439
A_OB_1.9999999999999998_1.0_11,COM,1.284654,1.018268,0.794,2.239,0.685,64221.397494,60796.001439
A_OB_1.9999999999999998_1.0_12,COM,1.37965,1.016789,0.167,0.627,5.215,63694.619053,60796.001439
A_OB_1.9999999999999998_1.0_13,COM,0.62804,1.011553,2.512,2.383,4.875,63235.759847,60796.001439
A_OB_1.9999999999999998_1.0_14,COM,0.240376,1.004261,2.503,3.356,2.209,62391.069723,60796.001439
A_OB_1.9999999999999998_1.0_15,COM,0.686612,1.011072,1.537,3.642,3.16,62121.751692,60796.001439
A_OB_1.9999999999999998_1.0_16,COM,0.406259,1.00746,1.111,5.906,1.497,61482.547691,60796.001439
A_OB_1.9999999999999998_1.0_17,COM,0.25839,1.005137,0.641,3.662,2.166,62991.98729,60796.001439
A_OB_1.9999999999999998_1.0_18,COM,0.431277,1.010025,0.289,0.039,3.477,63435.74191,60796.001439
A_OB_1.9999999999999998_1.0_19,COM,1.49373,1.03521,2.931,2.331,0.149,63545.794117,60796.001439
A_OB_1.9999999999999998_1.0_20,COM,0.812471,1.016441,2.043,3.193,0.292,61428.140395,60796.001439
A_OB_1.9999999999999998_1.0_21,COM,1.222932,1.029191,0.876,3.476,3.615,63657.074049,60796.001439
A_OB_1.9999999999999998_1.0_22,COM,0.330686,1.008959,1.186,2.882,5.857,61559.274854,60796.001439
A_OB_1.9999999999999998_1.0_23,COM,0.851404,1.022965,2.865,5.849,6.001,63972.319221,60796.001439
A_OB_1.9999999999999998_1.0_24,COM,1.270564,1.032451,1.04,0.906,5.777,62163.176518,60796.001439
A_OB_1.9999999999999998_1.0_25,COM,0.163986,1.006498,0.75,1.71,5.765,61176.291712,60796.001439
A_OB_1.9999999999999998_1.0_26,COM,1.061882,1.035009,1.063,1.09,5.104,64334.243847,60796.001439
A_OB_1.9999999999999998_1.0_27,COM,1.177439,1.03986,1.021,4.834,1.0,64175.577939,60796.001439
A_OB_1.9999999999999998_1.0_28,COM,0.074285,1.00234,2.018,5.326,5.121,64148.866732,60796.001439
A_OB_1.9999999999999998_1.0_29,COM,0.942255,1.031109,0.762,0.065,1.584,63819.749289,60796.001439
A_OB_1.9999999999999998_1.0_30,COM,1.411139,1.046064,1.598,0.716,0.047,63478.995709,60796.001439
A_OB_1.9999999999999998_1.0_31,COM,0.934162,1.033906,2.256,3.386,4.394,61292.865063,60796.001439
A_OB_1.9999999999999998_1.0_32,COM,0.226198,1.009144,1.548,5.515,0.774,61389.807163,60796.001439
A_OB_1.9999999999999998_1.0_33,COM,0.986096,1.039079,1.988,3.673,3.581,63781.975982,60796.001439
A_OB_1.9999999999999998_1.0_34,COM,1.474795,1.057721,0.836,0.418,3.827,62937.856851,60796.001439
A_OB_1.9999999999999998_1.0_35,COM,0.901017,1.027757,2.312,0.623,4.889,61795.030479,60796.001439
A_OB_1.9999999999999998_1.0_36,COM,0.776856,1.026173,0.978,1.061,4.478,61793.786633,60796.001439
A_OB_1.9999999999999998_1.0_37,COM,1.477608,1.060117,2.422,3.603,4.073,63023.398828,60796.001439
A_OB_1.9999999999999998_1.0_38,COM,0.184202,1.007131,1.528,6.261,3.669,63498.848875,60796.001439
A_OB_1.9999999999999998_1.0_39,COM,0.736156,1.023073,2.181,4.62,3.836,63600.75212,60796.001439
A_OB_1.9999999999999998_1.0_40,COM,1.360524,1.055547,2.051,0.053,5.869,61706.842731,60796.001439
A_OB_1.9999999999999998_1.0_41,COM,1.160138,1.063503,0.25,4.455,1.167,62019.583008,60796.001439
A_OB_1.9999999999999998_1.0_42,COM,0.257272,1.013923,1.709,5.039,5.76,61630.205221,60796.001439
A_OB_1.9999999999999998_1.0_43,COM,0.894819,1.037524,2.051,0.323,0.06,63151.394031,60796.001439
A_OB_1.9999999999999998_1.0_44,COM,0.006101,1.000318,1.113,3.191,2.984,61750.526339,60796.001439
A_OB_1.9999999999999998_1.0_45,COM,0.92204,1.047461,1.728,5.666,3.701,61452.397259,60796.001439
A_OB_1.9999999999999998_1.0_46,COM,0.799009,1.045027,1.036,1.873,5.256,62140.997203,60796.001439
A_OB_1.9999999999999998_1.0_47,COM,2.380355,1.116063,0.314,4.093,5.977,61447.952266,60796.001439
A_OB_1.9999999999999998_1.0_48,COM,0.586075,1.031735,2.449,0.138,3.725,62381.445212,60796.001439
A_OB_1.9999999999999998_1.0_49,COM,1.019747,1.049931,0.535,3.374,0.102,61287.555001,60796.001439
A_OB_1.9999999999999998_1.0_50,COM,0.071964,1.00363,1.985,0.572,1.434,61921.290997,60796.001439
