ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.4_1.0_0,23.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_1,24.34,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_2,20.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_3,24.3,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_4,20.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_5,20.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_6,23.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_7,25.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_8,22.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_9,23.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_10,24.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_11,25.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_12,21.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_13,24.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_14,25.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_15,25.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_16,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_17,23.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_18,25.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_19,19.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_20,24.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_21,18.83,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_22,19.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_23,24.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_24,19.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_25,11.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_26,20.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_27,24.71,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_28,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_29,22.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_30,25.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_31,20.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_32,25.25,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_33,22.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_34,10.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_35,17.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_36,25.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_37,22.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_38,24.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_39,24.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_40,22.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_41,25.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_42,25.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_43,19.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_44,22.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_45,25.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_46,25.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_47,24.36,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_48,24.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_49,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_50,25.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_51,24.69,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_52,25.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_53,24.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_54,22.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_55,22.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_56,24.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_57,16.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_58,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_59,23.3,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_60,17.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_61,24.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_62,19.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_63,20.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_64,23.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_65,23.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_66,24.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_67,12.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_68,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_69,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_70,24.68,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_71,13.54,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_72,25.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_73,22.36,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_74,21.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_75,25.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_76,20.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_77,24.81,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_78,22.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_79,20.71,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_80,14.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_81,23.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_82,25.54,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_83,24.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_84,23.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_85,25.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_86,25.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_87,24.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_88,22.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_89,18.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_90,9.69,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_91,21.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_92,25.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_93,25.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_94,16.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_95,24.83,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_96,22.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_97,24.58,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_98,25.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_99,25.34,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_100,20.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_101,22.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_102,22.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_103,11.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_104,22.78,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_105,15.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_106,25.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_107,24.21,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_108,19.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_109,21.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_110,20.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_111,24.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_112,23.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_113,25.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_114,23.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_115,16.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_116,22.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_117,22.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_118,10.96,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_119,22.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_120,21.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_121,22.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_122,23.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_123,16.95,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_124,24.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_125,19.85,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_126,25.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_127,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
