ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_1.2_1.0_0,15.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_1,22.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_2,18.72,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_3,20.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_4,18.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_5,17.41,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_6,17.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_7,23.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_8,16.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_9,24.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_10,24.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_11,20.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_12,21.53,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_13,23.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_14,24.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_15,12.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_16,23.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_17,24.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_18,24.65,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_19,24.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_20,22.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_21,25.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_22,21.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_23,20.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_24,13.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
