ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_2.1999999999999997_1.0_0,COM,0.58971,1.000783,1.685,2.82,0.808,62867.007849,60796.001439
A_OB_2.1999999999999997_1.0_1,COM,0.002431,1.0,1.976,4.435,1.755,61971.572656,60796.001439
A_OB_2.1999999999999997_1.0_2,COM,1.641498,1.006271,1.522,5.788,0.306,63106.588485,60796.001439
A_OB_2.1999999999999997_1.0_3,COM,0.976006,1.003225,0.24,4.793,0.971,61569.490148,60796.001439
A_OB_2.1999999999999997_1.0_4,COM,0.308784,1.000905,1.429,3.92,5.203,63720.74092,60796.001439
A_OB_2.1999999999999997_1.0_5,COM,0.239011,1.000655,0.426,5.804,1.576,63828.227078,60796.001439
A_OB_2.1999999999999997_1.0_6,COM,0.40056,1.001725,1.966,1.013,5.561,61945.545337,60796.001439
A_OB_2.1999999999999997_1.0_7,COM,1.695682,1.002749,2.159,0.462,4.587,61290.451352,60796.001439
A_OB_2.1999999999999997_1.0_8,COM,1.30011,1.005703,0.863,1.319,3.245,62603.535026,60796.001439
A_OB_2.1999999999999997_1.0_9,COM,2.196822,1.012559,2.0,3.435,1.127,61267.797118,60796.001439
A_OB_2.1999999999999997_1.0_10,COM,1.40339,1.014667,1.358,4.346,3.158,62975.231525,60796.001439
A_OB_2.1999999999999997_1.0_11,COM,0.700816,1.007086,1.524,5.311,0.444,64383.546658,60796.001439
A_OB_2.1999999999999997_1.0_12,COM,0.100898,1.000543,1.677,1.034,4.65,63642.709363,60796.001439
A_OB_2.1999999999999997_1.0_13,COM,0.864515,1.007658,2.162,1.163,4.557,64204.63931,60796.001439
A_OB_2.1999999999999997_1.0_14,COM,0.392385,1.003514,1.15,2.166,0.181,62189.686948,60796.001439
A_OB_2.1999999999999997_1.0_15,COM,0.536798,1.004791,2.043,4.973,4.28,64182.605612,60796.001439
A_OB_2.1999999999999997_1.0_16,COM,0.357988,1.002995,0.981,0.113,3.744,62642.455806,60796.001439
A_OB_2.1999999999999997_1.0_17,COM,1.07054,1.009429,1.724,0.457,1.947,64322.211183,60796.001439
A_OB_2.1999999999999997_1.0_18,COM,0.871318,1.007515,0.467,3.379,5.281,63011.520657,60796.001439
A_OB_2.1999999999999997_1.0_19,COM,1.312182,1.006557,0.719,2.682,4.414,63802.738815,60796.001439
A_OB_2.1999999999999997_1.0_20,COM,0.180148,1.001279,1.058,1.116,5.592,62747.993606,60796.001439
A_OB_2.1999999999999997_1.0_21,COM,1.364723,1.00707,0.655,4.389,2.227,62165.469519,60796.001439
A_OB_2.1999999999999997_1.0_22,COM,1.698987,1.016229,0.881,0.433,4.215,62429.057231,60796.001439
A_OB_2.1999999999999997_1.0_23,COM,0.502817,1.006763,1.291,0.191,4.728,63431.800058,60796.001439
A_OB_2.1999999999999997_1.0_24,COM,0.432186,1.005704,0.708,1.162,0.182,62869.358452,60796.001439
A_OB_2.1999999999999997_1.0_25,COM,0.574168,1.007257,2.639,2.974,2.925,61944.8681,60796.001439
A_OB_2.1999999999999997_1.0_26,COM,0.079634,1.001202,2.735,6.064,3.756,61993.732832,60796.001439
A_OB_2.1999999999999997_1.0_27,COM,0.467491,1.008132,2.682,2.126,2.525,63919.225032,60796.001439
A_OB_2.1999999999999997_1.0_28,COM,0.84542,1.009728,2.842,0.787,1.73,64257.243071,60796.001439
A_OB_2.1999999999999997_1.0_29,COM,0.101438,1.001909,1.101,2.8,4.021,64282.324945,60796.001439
A_OB_2.1999999999999997_1.0_30,COM,0.851202,1.015894,1.224,0.868,4.843,63405.960589,60796.001439
A_OB_2.1999999999999997_1.0_31,COM,1.279408,1.014793,0.8,2.07,0.434,63904.9475,60796.001439
A_OB_2.1999999999999997_1.0_32,COM,0.824271,1.013276,0.4,2.579,5.722,64068.421582,60796.001439
A_OB_2.1999999999999997_1.0_33,COM,0.454303,1.006647,2.196,6.271,4.673,64253.376414,60796.001439
A_OB_2.1999999999999997_1.0_34,COM,1.385288,1.022001,1.148,2.838,0.077,62757.448684,60796.001439
A_OB_2.1999999999999997_1.0_35,COM,0.598516,1.010084,1.223,5.824,6.162,63705.515148,60796.001439
A_OB_2.1999999999999997_1.0_36,COM,1.061086,1.01159,1.216,6.106,4.891,61635.167743,60796.001439
A_OB_2.1999999999999997_1.0_37,COM,0.539884,1.006851,2.912,4.083,4.976,62803.149385,60796.001439
A_OB_2.1999999999999997_1.0_38,COM,1.290168,1.015178,2.036,5.772,1.923,61415.736997,60796.001439
A_OB_2.1999999999999997_1.0_39,COM,0.807825,1.015246,2.506,4.908,3.589,61328.710478,60796.001439
A_OB_2.1999999999999997_1.0_40,COM,1.362313,1.014978,0.997,2.519,3.271,61753.739167,60796.001439
A_OB_2.1999999999999997_1.0_41,COM,0.317106,1.004616,0.784,2.534,4.4,62766.713216,60796.001439
A_OB_2.1999999999999997_1.0_42,COM,0.238748,1.006267,2.531,5.359,3.217,61456.545309,60796.001439
A_OB_2.1999999999999997_1.0_43,COM,0.3923,1.008343,1.495,1.802,6.122,61880.13379,60796.001439
A_OB_2.1999999999999997_1.0_44,COM,0.529092,1.010368,2.571,0.718,3.292,63454.764753,60796.001439
A_OB_2.1999999999999997_1.0_45,COM,0.990819,1.027021,2.19,3.044,6.201,63774.487781,60796.001439
A_OB_2.1999999999999997_1.0_46,COM,1.050228,1.029566,2.782,1.203,4.18,62185.693799,60796.001439
A_OB_2.1999999999999997_1.0_47,COM,1.191366,1.026368,1.187,1.626,5.617,63947.030622,60796.001439
A_OB_2.1999999999999997_1.0_48,COM,1.005224,1.02447,3.061,1.09,1.873,61756.396951,60796.001439
A_OB_2.1999999999999997_1.0_49,COM,0.649802,1.015904,1.079,2.75,4.715,61292.498387,60796.001439
A_OB_2.1999999999999997_1.0_50,COM,0.997171,1.021537,1.253,2.643,4.513,60934.173494,60796.001439
A_OB_2.1999999999999997_1.0_51,COM,1.076801,1.021457,2.122,2.025,4.721,64466.150293,60796.001439
A_OB_2.1999999999999997_1.0_52,COM,0.306295,1.00863,1.456,2.711,1.015,62925.087753,60796.001439
A_OB_2.1999999999999997_1.0_53,COM,1.106261,1.039424,1.391,2.703,3.962,64041.448016,60796.001439
A_OB_2.1999999999999997_1.0_54,COM,0.188962,1.006997,1.885,2.007,5.618,63297.134392,60796.001439
A_OB_2.1999999999999997_1.0_55,COM,0.706505,1.02092,1.642,4.892,2.146,62483.434875,60796.001439
A_OB_2.1999999999999997_1.0_56,COM,0.383354,1.011729,1.384,3.687,2.207,61425.778795,60796.001439
A_OB_2.1999999999999997_1.0_57,COM,1.439208,1.054533,1.7,6.114,2.57,63695.24694,60796.001439
A_OB_2.1999999999999997_1.0_58,COM,1.088497,1.036554,1.096,4.838,0.326,62227.009627,60796.001439
A_OB_2.1999999999999997_1.0_59,COM,1.240926,1.044983,1.905,2.076,3.99,61982.040173,60796.001439
A_OB_2.1999999999999997_1.0_60,COM,1.022673,1.036486,0.806,2.464,1.932,62778.523943,60796.001439
A_OB_2.1999999999999997_1.0_61,COM,0.933146,1.034436,1.387,4.719,3.572,62874.118401,60796.001439
A_OB_2.1999999999999997_1.0_62,COM,0.550979,1.020963,2.254,5.243,4.796,63239.771305,60796.001439
A_OB_2.1999999999999997_1.0_63,COM,1.274421,1.047324,0.258,6.095,2.844,64327.160186,60796.001439
A_OB_2.1999999999999997_1.0_64,COM,1.306053,1.050883,1.387,2.914,3.932,61520.253179,60796.001439
