ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_1.4_1.0_0,COM,1.115571,1.005312,2.253,4.596,3.198,62276.978899,60796.001439
A_OB_1.4_1.0_1,COM,0.803807,1.007716,0.54,1.181,0.203,61238.526347,60796.001439
A_OB_1.4_1.0_2,COM,1.04283,1.008714,0.855,0.801,5.777,63614.664409,60796.001439
A_OB_1.4_1.0_3,COM,2.060739,1.013818,2.769,4.035,5.99,62042.783079,60796.001439
A_OB_1.4_1.0_4,COM,0.337103,1.002653,1.042,3.78,6.05,63129.094205,60796.001439
A_OB_1.4_1.0_5,COM,1.215792,1.015113,1.596,3.096,5.044,64001.786418,60796.001439
A_OB_1.4_1.0_6,COM,1.723739,1.025289,1.92,4.239,2.681,62717.450021,60796.001439
A_OB_1.4_1.0_7,COM,6.26713,1.073774,1.802,1.571,3.674,61615.497795,60796.001439
A_OB_1.4_1.0_8,COM,1.350956,1.028826,0.905,1.774,1.386,63123.292508,60796.001439
A_OB_1.4_1.0_9,COM,0.811345,1.022728,1.773,5.551,1.331,61557.152441,60796.001439
A_OB_1.4_1.0_10,COM,1.185893,1.029205,2.131,4.883,0.46,62001.805174,60796.001439
A_OB_1.4_1.0_11,COM,0.660361,1.024838,1.53,2.697,0.842,62000.95582,60796.001439
A_OB_1.4_1.0_12,COM,0.252201,1.00866,2.173,4.299,5.998,63018.216943,60796.001439
A_OB_1.4_1.0_13,COM,0.414466,1.0162,1.468,0.559,1.662,64360.928404,60796.001439
A_OB_1.4_1.0_14,COM,0.370849,1.011542,1.857,2.575,4.674,64395.437762,60796.001439
A_OB_1.4_1.0_15,COM,0.81463,1.035201,1.872,6.147,4.086,63484.054572,60796.001439
A_OB_1.4_1.0_16,COM,0.148033,1.008075,1.713,4.789,3.07,61411.55395,60796.001439
A_OB_1.4_1.0_17,COM,0.682258,1.031234,2.9,1.241,1.232,60965.506394,60796.001439
A_OB_1.4_1.0_18,COM,2.929919,1.194283,1.356,6.03,0.54,62757.600823,60796.001439
A_OB_1.4_1.0_19,COM,1.227211,1.079881,2.378,0.088,1.461,61813.364857,60796.001439
A_OB_1.4_1.0_20,COM,1.904006,1.133609,0.835,5.371,2.81,61651.109558,60796.001439
A_OB_1.4_1.0_21,COM,1.785742,1.15574,2.443,0.113,4.417,62330.391933,60796.001439
A_OB_1.4_1.0_22,COM,0.44268,1.033108,1.756,2.004,3.138,62080.3919,60796.001439
A_OB_1.4_1.0_23,COM,1.296059,1.118461,1.52,1.826,4.7,61827.940407,60796.001439
A_OB_1.4_1.0_24,COM,1.141242,1.097338,0.453,4.812,3.764,63677.478846,60796.001439
A_OB_1.4_1.0_25,COM,0.912743,1.067883,0.504,2.828,0.26,62826.277803,60796.001439
A_OB_1.4_1.0_26,COM,1.080064,1.097724,1.655,5.077,3.003,62862.101337,60796.001439
A_OB_1.4_1.0_27,COM,0.696564,1.05749,1.848,3.37,4.802,63491.888925,60796.001439
A_OB_1.4_1.0_28,COM,0.342972,1.027608,0.892,2.145,5.114,63362.58822,60796.001439
A_OB_1.4_1.0_29,COM,1.718553,1.148742,2.408,4.071,3.99,62905.372537,60796.001439
A_OB_1.4_1.0_30,COM,1.828944,1.139489,1.489,2.102,6.28,62567.357781,60796.001439
A_OB_1.4_1.0_31,COM,0.07828,1.006694,1.838,1.234,5.08,63727.298021,60796.001439
A_OB_1.4_1.0_32,COM,1.725516,1.179297,1.276,3.318,3.705,61418.759957,60796.001439
A_OB_1.4_1.0_33,COM,0.941007,1.091163,2.303,3.839,4.669,60775.697183,60796.001439
A_OB_1.4_1.0_34,COM,0.596627,1.067355,1.085,0.498,2.72,64451.392571,60796.001439
A_OB_1.4_1.0_35,COM,0.394993,1.039737,1.814,3.24,5.547,64401.094557,60796.001439
A_OB_1.4_1.0_36,COM,0.926892,1.121714,1.398,1.449,4.749,60913.775968,60796.001439
A_OB_1.4_1.0_37,COM,1.435756,1.188599,1.81,1.943,2.331,64125.796568,60796.001439
A_OB_1.4_1.0_38,COM,1.160931,1.140598,1.363,4.382,2.288,64222.5367,60796.001439
A_OB_1.4_1.0_39,COM,0.938491,1.109966,1.032,5.587,5.759,60773.559418,60796.001439
A_OB_1.4_1.0_40,COM,0.244043,1.032174,2.288,4.162,3.533,62505.427258,60796.001439
A_OB_1.4_1.0_41,COM,0.680199,1.084076,0.471,2.302,3.987,61079.157794,60796.001439
A_OB_1.4_1.0_42,COM,1.14609,1.135409,2.207,3.136,3.062,61274.385244,60796.001439
A_OB_1.4_1.0_43,COM,0.326382,1.044667,2.077,1.944,4.261,64487.922727,60796.001439
A_OB_1.4_1.0_44,COM,0.250664,1.032595,2.271,6.214,5.648,62090.333503,60796.001439
A_OB_1.4_1.0_45,COM,0.828426,1.11553,1.38,1.542,4.429,62274.975158,60796.001439
A_OB_1.4_1.0_46,COM,0.091251,1.014846,1.56,3.024,4.577,63430.207361,60796.001439
A_OB_1.4_1.0_47,COM,1.326922,1.200515,2.168,3.867,2.879,64276.751963,60796.001439
A_OB_1.4_1.0_48,COM,0.067126,1.010185,2.14,5.754,0.299,62161.719538,60796.001439
A_OB_1.4_1.0_49,COM,0.310981,1.046929,0.987,2.973,4.911,62778.142494,60796.001439
A_OB_1.4_1.0_50,COM,0.078561,1.012425,1.772,3.305,4.243,61274.812679,60796.001439
A_OB_1.4_1.0_51,COM,1.26181,1.212241,0.566,2.034,4.185,60968.707578,60796.001439
A_OB_1.4_1.0_52,COM,0.073402,1.013334,0.899,0.926,3.691,62755.787796,60796.001439
A_OB_1.4_1.0_53,COM,2.034189,1.358983,1.006,1.269,5.857,64280.894555,60796.001439
A_OB_1.4_1.0_54,COM,1.990563,1.337779,1.281,2.304,4.226,62121.394745,60796.001439
A_OB_1.4_1.0_55,COM,6.942248,2.152783,1.674,5.116,4.272,61946.857362,60796.001439
A_OB_1.4_1.0_56,COM,1.175861,1.211305,0.258,0.836,5.622,62841.735687,60796.001439
A_OB_1.4_1.0_57,COM,0.780133,1.167215,1.001,3.963,3.789,63708.457514,60796.001439
A_OB_1.4_1.0_58,COM,0.937519,1.188097,2.198,2.82,2.033,60942.069343,60796.001439
A_OB_1.4_1.0_59,COM,3.248438,1.689733,1.839,5.726,3.929,61889.406688,60796.001439
A_OB_1.4_1.0_60,COM,2.537436,1.490889,1.897,0.308,5.551,64508.781301,60796.001439
A_OB_1.4_1.0_61,COM,11.199582,3.500966,1.032,5.023,2.768,62793.589382,60796.001439
A_OB_1.4_1.0_62,COM,1.744242,1.346489,1.122,4.455,4.335,60751.185443,60796.001439
A_OB_1.4_1.0_63,COM,0.88908,1.179056,0.74,1.272,5.187,64346.48187,60796.001439
A_OB_1.4_1.0_64,COM,1.355882,1.27598,1.114,2.898,4.187,60904.164426,60796.001439
A_OB_1.4_1.0_65,COM,0.705449,1.173893,0.511,3.301,3.373,63347.715132,60796.001439
A_OB_1.4_1.0_66,COM,1.421168,1.351915,1.666,5.565,3.387,62149.013818,60796.001439
A_OB_1.4_1.0_67,COM,1.508652,1.353744,1.281,6.005,3.736,62319.167529,60796.001439
A_OB_1.4_1.0_68,COM,2.075637,1.468867,2.595,4.241,2.905,61379.712688,60796.001439
A_OB_1.4_1.0_69,COM,0.794725,1.185382,0.817,0.782,4.062,61672.270389,60796.001439
A_OB_1.4_1.0_70,COM,1.93692,1.481552,2.385,3.198,3.751,62139.471862,60796.001439
A_OB_1.4_1.0_71,COM,1.266415,1.325115,3.017,6.047,5.709,62781.731353,60796.001439
A_OB_1.4_1.0_72,COM,1.992569,1.521683,1.638,3.668,3.588,64235.875283,60796.001439
A_OB_1.4_1.0_73,COM,0.118868,1.030907,2.535,5.567,4.256,64299.549366,60796.001439
A_OB_1.4_1.0_74,COM,1.620796,1.418267,2.297,0.429,5.233,62419.161934,60796.001439
A_OB_1.4_1.0_75,COM,1.256637,1.338417,2.325,5.219,3.862,63321.17828,60796.001439
A_OB_1.4_1.0_76,COM,1.573076,1.500493,1.818,1.502,5.18,62587.436455,60796.001439
A_OB_1.4_1.0_77,COM,1.445251,1.442055,1.711,0.31,4.434,64468.709106,60796.001439
A_OB_1.4_1.0_78,COM,0.949506,1.300153,2.392,4.988,3.802,63000.908538,60796.001439
A_OB_1.4_1.0_79,COM,0.117669,1.036456,0.656,5.145,2.738,61509.312013,60796.001439
A_OB_1.4_1.0_80,COM,1.396612,1.443292,1.618,0.699,4.886,63075.141457,60796.001439
