ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.0_1.0_0,16.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_1,24.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_2,22.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_3,10.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_4,23.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_5,24.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_6,6.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_7,6.06,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_8,16.36,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_9,25.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_10,7.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_11,7.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_12,24.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_13,5.85,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_14,21.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_15,24.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_16,13.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_17,22.59,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_18,9.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_19,11.71,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_20,21.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_21,14.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_22,13.64,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_23,19.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_24,6.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_25,13.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_26,16.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_27,22.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_28,12.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_29,25.47,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_30,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_31,7.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_32,19.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_33,24.85,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_34,10.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.0_1.0_35,24.9,2.31,0.73,-0.33,-0.5,-0.68,0.15
