ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.2_1.0_0,23.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_1,20.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_2,22.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_3,21.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_4,24.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_5,22.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_6,24.32,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_7,22.34,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_8,22.68,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_9,23.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_10,23.96,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_11,18.18,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_12,23.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_13,22.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_14,25.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_15,24.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_16,25.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_17,19.11,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_18,5.96,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_19,9.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_20,25.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_21,19.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_22,23.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_23,19.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_24,21.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.2_1.0_25,22.23,2.31,0.73,-0.33,-0.5,-0.68,0.15
