ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_1.7999999999999998_1.0_0,COM,0.182335,1.000305,1.656,0.499,1.56,64201.865338877236,60980.00158187724
A_M_1.7999999999999998_1.0_1,COM,0.952389,1.006003,2.368,5.661,3.261,64580.32405287724,60980.00158187724
A_M_1.7999999999999998_1.0_2,COM,0.100122,1.001131,1.438,0.63,2.016,62836.78941587724,60980.00158187724
A_M_1.7999999999999998_1.0_3,COM,1.38483,1.038476,1.653,4.561,5.545,62039.437270877235,60980.00158187724
A_M_1.7999999999999998_1.0_4,COM,0.753319,1.024711,1.001,5.169,6.029,63211.65638087724,60980.00158187724
A_M_1.7999999999999998_1.0_5,COM,1.332519,1.07165,2.611,5.98,2.362,63912.896887877236,60980.00158187724
A_M_1.7999999999999998_1.0_6,COM,0.088584,1.006412,2.965,0.153,5.415,62057.96681387724,60980.00158187724
A_M_1.7999999999999998_1.0_7,COM,1.570493,1.105878,2.312,0.29,6.276,63006.68427687724,60980.00158187724
A_M_1.7999999999999998_1.0_8,COM,1.18654,1.091791,2.409,0.44,5.368,62780.59723287724,60980.00158187724
A_M_1.7999999999999998_1.0_9,COM,1.708864,1.143442,0.713,5.832,0.584,62911.964800877235,60980.00158187724
A_M_1.7999999999999998_1.0_10,COM,0.785667,1.07214,1.346,5.145,3.774,64037.63836487724,60980.00158187724
A_M_1.7999999999999998_1.0_11,COM,0.209208,1.01599,1.469,1.627,1.563,63201.75464287724,60980.00158187724
A_M_1.7999999999999998_1.0_12,COM,0.186912,1.019391,2.595,6.123,3.028,61634.21565387724,60980.00158187724
A_M_1.7999999999999998_1.0_13,COM,1.424255,1.181846,1.269,0.214,5.928,62805.582841877236,60980.00158187724
A_M_1.7999999999999998_1.0_14,COM,0.261831,1.035288,2.183,5.647,3.326,61069.501468877235,60980.00158187724
A_M_1.7999999999999998_1.0_15,COM,0.240981,1.033972,0.249,0.314,6.279,62372.53126887724,60980.00158187724
A_M_1.7999999999999998_1.0_16,COM,0.679709,1.108968,2.057,5.976,3.15,64495.886803877234,60980.00158187724
A_M_1.7999999999999998_1.0_17,COM,1.047601,1.147969,2.472,1.038,2.176,64225.77105587724,60980.00158187724
A_M_1.7999999999999998_1.0_18,COM,1.282159,1.199555,2.075,0.149,6.124,64319.17268287724,60980.00158187724
A_M_1.7999999999999998_1.0_19,COM,1.485525,1.253257,1.754,5.695,5.585,63084.58680487724,60980.00158187724
A_M_1.7999999999999998_1.0_20,COM,0.111283,1.02038,2.2,5.285,0.364,63549.432652877236,60980.00158187724
A_M_1.7999999999999998_1.0_21,COM,0.504558,1.090099,1.694,5.681,5.406,62779.91182887724,60980.00158187724
A_M_1.7999999999999998_1.0_22,COM,1.928513,1.360079,1.047,4.703,1.304,62317.61349187724,60980.00158187724
A_M_1.7999999999999998_1.0_23,COM,0.08605,1.015075,2.22,0.59,5.582,63825.787444877235,60980.00158187724
A_M_1.7999999999999998_1.0_24,COM,0.475664,1.085817,0.897,0.617,5.699,62780.51147087724,60980.00158187724
A_M_1.7999999999999998_1.0_25,COM,1.505086,1.304838,1.411,3.99,1.042,62951.25911487724,60980.00158187724
A_M_1.7999999999999998_1.0_26,COM,0.350656,1.067811,2.065,5.692,4.079,61721.04926087724,60980.00158187724
