ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_1.0_1.0_0,24.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_1,11.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_2,8.9,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_3,25.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_4,6.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_5,24.21,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_6,21.39,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_7,23.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_8,21.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_9,8.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_10,9.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_11,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_12,19.8,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_13,21.7,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_14,12.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_15,21.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_16,22.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_17,21.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_18,25.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_19,24.26,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_20,15.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_21,25.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_22,24.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_23,7.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_24,22.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_25,22.5,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_26,22.08,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.0_1.0_27,14.48,2.31,0.73,-0.33,-0.5,-0.68,0.15
