ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
A_M_1.4_1.0_0,24.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_1,22.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_2,24.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_3,23.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_4,24.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_5,24.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_6,24.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_7,24.13,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_8,21.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_9,25.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_10,24.03,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_11,25.37,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_12,24.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_13,21.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_14,23.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_15,10.98,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_16,24.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_17,23.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_18,22.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_19,24.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_20,25.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_21,22.75,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_22,23.02,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_23,14.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_24,25.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_25,22.74,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_26,23.64,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_27,25.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_28,25.35,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_29,22.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_30,24.24,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_M_1.4_1.0_31,25.42,2.31,0.73,-0.33,-0.5,-0.68,0.15
