ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_3.3999999999999995_1.0_0,COM,0.689656,1.000029,1.847,4.703,3.098,63923.82182587724,60980.00158187724
A_M_3.3999999999999995_1.0_1,COM,0.03366,1.000011,1.627,0.599,3.234,64475.44381087724,60980.00158187724
A_M_3.3999999999999995_1.0_2,COM,0.435654,1.000329,2.249,0.59,2.632,62211.403700877236,60980.00158187724
A_M_3.3999999999999995_1.0_3,COM,1.517258,1.001089,2.438,3.443,2.696,63744.20881687724,60980.00158187724
A_M_3.3999999999999995_1.0_4,COM,1.191499,1.001022,2.212,0.429,3.789,64083.40539087724,60980.00158187724
A_M_3.3999999999999995_1.0_5,COM,0.968716,1.000822,0.569,0.054,4.065,62373.73791487724,60980.00158187724
A_M_3.3999999999999995_1.0_6,COM,1.191499,1.001022,2.212,0.429,3.789,64083.40539087724,60980.00158187724
A_M_3.3999999999999995_1.0_7,COM,0.071386,1.00006,2.937,4.313,5.724,61089.284780877235,60980.00158187724
A_M_3.3999999999999995_1.0_8,COM,0.236193,1.000412,1.537,2.442,5.064,63112.435549877235,60980.00158187724
A_M_3.3999999999999995_1.0_9,COM,0.271483,1.000434,1.511,1.957,2.984,63573.917516877234,60980.00158187724
A_M_3.3999999999999995_1.0_10,COM,0.53538,1.001827,2.705,5.41,6.07,64664.428371877235,60980.00158187724
A_M_3.3999999999999995_1.0_11,COM,0.608616,1.002903,2.011,0.085,2.652,63476.401979877235,60980.00158187724
A_M_3.3999999999999995_1.0_12,COM,0.241383,1.000422,2.579,5.005,3.094,64230.131473877234,60980.00158187724
A_M_3.3999999999999995_1.0_13,COM,0.248597,1.00111,1.74,4.665,0.081,63258.944253877235,60980.00158187724
A_M_3.3999999999999995_1.0_14,COM,1.27508,1.00625,2.803,5.446,4.557,62161.13801687724,60980.00158187724
A_M_3.3999999999999995_1.0_15,COM,0.860614,1.001211,2.246,5.443,3.491,61747.05054787724,60980.00158187724
A_M_3.3999999999999995_1.0_16,COM,0.730156,1.001096,1.507,5.141,2.915,61940.01485187724,60980.00158187724
A_M_3.3999999999999995_1.0_17,COM,0.425956,1.001514,2.511,5.711,5.718,64104.71683287724,60980.00158187724
A_M_3.3999999999999995_1.0_18,COM,0.725903,1.001826,1.452,6.135,4.663,61893.28500987724,60980.00158187724
A_M_3.3999999999999995_1.0_19,COM,0.285907,1.001157,2.642,5.601,1.858,61497.142866877235,60980.00158187724
A_M_3.3999999999999995_1.0_20,COM,0.436408,1.001507,1.652,1.006,3.463,62950.350544877234,60980.00158187724
A_M_3.3999999999999995_1.0_21,COM,0.061711,1.000289,1.678,3.075,4.989,60976.95558887724,60980.00158187724
A_M_3.3999999999999995_1.0_22,COM,0.880495,1.001744,2.062,1.117,2.693,64525.47186587724,60980.00158187724
A_M_3.3999999999999995_1.0_23,COM,1.036165,1.003278,2.541,2.969,2.275,62357.06541787724,60980.00158187724
A_M_3.3999999999999995_1.0_24,COM,0.784775,1.003858,1.013,0.751,4.678,62875.786803877236,60980.00158187724
A_M_3.3999999999999995_1.0_25,COM,1.839148,1.006764,1.353,3.4,2.389,64046.10294187724,60980.00158187724
A_M_3.3999999999999995_1.0_26,COM,0.423186,1.001979,2.354,1.166,6.266,61686.050085877236,60980.00158187724
A_M_3.3999999999999995_1.0_27,COM,0.09546,1.000548,0.6,3.025,0.385,61821.295267877234,60980.00158187724
