ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_OB_1.5999999999999999_1.0_0,COM,2.018949,1.000717,1.726,3.491,6.006,61131.310547,60796.001439
A_OB_1.5999999999999999_1.0_1,COM,2.175616,1.002256,1.766,1.691,5.239,62440.228702,60796.001439
A_OB_1.5999999999999999_1.0_2,COM,1.379123,1.005517,1.445,4.475,3.62,61101.67807,60796.001439
A_OB_1.5999999999999999_1.0_3,COM,0.840465,1.003261,2.175,5.499,3.53,64303.371527,60796.001439
A_OB_1.5999999999999999_1.0_4,COM,0.526132,1.00535,1.01,3.374,3.153,62622.507979,60796.001439
A_OB_1.5999999999999999_1.0_5,COM,1.544645,1.010049,1.615,4.705,0.903,62227.018949,60796.001439
A_OB_1.5999999999999999_1.0_6,COM,0.447586,1.004415,2.488,1.232,0.726,62083.875341,60796.001439
A_OB_1.5999999999999999_1.0_7,COM,0.145087,1.00084,1.923,2.177,2.529,61236.367989,60796.001439
A_OB_1.5999999999999999_1.0_8,COM,0.145087,1.00084,1.923,2.177,2.529,61236.367989,60796.001439
A_OB_1.5999999999999999_1.0_9,COM,0.571548,1.009733,0.768,0.143,3.159,62861.11014,60796.001439
A_OB_1.5999999999999999_1.0_10,COM,0.50117,1.005899,0.932,2.168,3.763,63031.08489,60796.001439
A_OB_1.5999999999999999_1.0_11,COM,0.689023,1.010606,1.152,0.532,2.166,62137.9625,60796.001439
A_OB_1.5999999999999999_1.0_12,COM,1.547155,1.023547,0.597,0.82,3.685,61928.484848,60796.001439
A_OB_1.5999999999999999_1.0_13,COM,1.814874,1.019688,2.466,5.058,2.653,63963.919349,60796.001439
A_OB_1.5999999999999999_1.0_14,COM,0.778569,1.013916,2.289,4.871,4.844,63034.873208,60796.001439
A_OB_1.5999999999999999_1.0_15,COM,0.370146,1.007288,0.923,1.452,5.361,61261.042512,60796.001439
A_OB_1.5999999999999999_1.0_16,COM,1.558478,1.037416,2.69,3.259,2.854,64383.016989,60796.001439
A_OB_1.5999999999999999_1.0_17,COM,0.767787,1.015172,0.687,1.327,3.208,63646.296265,60796.001439
A_OB_1.5999999999999999_1.0_18,COM,0.329878,1.008888,1.274,6.275,1.734,62636.484211,60796.001439
A_OB_1.5999999999999999_1.0_19,COM,0.295548,1.008048,0.381,5.958,4.971,62440.460285,60796.001439
A_OB_1.5999999999999999_1.0_20,COM,0.892774,1.018871,0.282,3.037,2.42,63672.897321,60796.001439
A_OB_1.5999999999999999_1.0_21,COM,0.016106,1.000427,0.167,3.902,3.164,63177.446492,60796.001439
A_OB_1.5999999999999999_1.0_22,COM,0.500457,1.010915,0.456,5.585,3.565,63178.333916,60796.001439
A_OB_1.5999999999999999_1.0_23,COM,1.189814,1.044324,1.136,6.009,4.425,61666.680002,60796.001439
A_OB_1.5999999999999999_1.0_24,COM,0.417717,1.014241,0.764,1.392,0.708,63880.046703,60796.001439
A_OB_1.5999999999999999_1.0_25,COM,0.545949,1.020867,1.858,5.014,1.803,60855.365529,60796.001439
A_OB_1.5999999999999999_1.0_26,COM,2.094517,1.067196,1.827,3.577,3.855,63355.713503,60796.001439
A_OB_1.5999999999999999_1.0_27,COM,2.599351,1.0851,1.575,2.314,4.89,63432.487748,60796.001439
