ObjID,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB
A_M_1.7999999999999998_1.0_0,COM,0.876747,1.000708,3.064,3.03,1.88,63786.54091687724,60980.00158187724
A_M_1.7999999999999998_1.0_1,COM,0.722334,1.012954,2.026,0.434,4.323,63245.97747787724,60980.00158187724
A_M_1.7999999999999998_1.0_2,COM,0.201317,1.005295,0.755,2.203,5.716,63657.170377877235,60980.00158187724
A_M_1.7999999999999998_1.0_3,COM,0.89159,1.025759,1.274,4.946,0.762,63356.28636787724,60980.00158187724
A_M_1.7999999999999998_1.0_4,COM,1.298691,1.039788,0.944,0.772,5.419,61432.76376787724,60980.00158187724
A_M_1.7999999999999998_1.0_5,COM,1.074933,1.048406,0.589,2.781,1.486,63028.88677687724,60980.00158187724
A_M_1.7999999999999998_1.0_6,COM,0.882193,1.060224,1.319,1.694,6.19,61399.057479877236,60980.00158187724
A_M_1.7999999999999998_1.0_7,COM,0.39735,1.02399,1.738,2.891,4.156,61356.25469887724,60980.00158187724
A_M_1.7999999999999998_1.0_8,COM,1.431385,1.083871,2.293,2.153,4.787,63554.89371987724,60980.00158187724
A_M_1.7999999999999998_1.0_9,COM,5.404601,1.373957,1.316,3.042,3.623,63296.855426877235,60980.00158187724
A_M_1.7999999999999998_1.0_10,COM,1.443393,1.133692,1.541,0.951,0.24,63115.254006877236,60980.00158187724
A_M_1.7999999999999998_1.0_11,COM,1.328218,1.127985,2.572,4.575,2.748,64490.52549087724,60980.00158187724
A_M_1.7999999999999998_1.0_12,COM,0.847577,1.082829,0.9,0.314,2.749,62103.37071487724,60980.00158187724
A_M_1.7999999999999998_1.0_13,COM,1.34805,1.127823,0.489,2.675,5.144,63722.918916877235,60980.00158187724
A_M_1.7999999999999998_1.0_14,COM,1.188752,1.111682,1.714,0.356,4.658,63329.940517877236,60980.00158187724
A_M_1.7999999999999998_1.0_15,COM,1.368501,1.179428,1.404,1.659,3.504,64465.76320887724,60980.00158187724
A_M_1.7999999999999998_1.0_16,COM,0.060691,1.007993,0.99,4.064,3.401,61986.892802877235,60980.00158187724
A_M_1.7999999999999998_1.0_17,COM,1.417767,1.163347,0.642,4.742,1.927,61046.07286187724,60980.00158187724
A_M_1.7999999999999998_1.0_18,COM,1.878928,1.298849,0.677,4.386,2.699,63455.44732187724,60980.00158187724
A_M_1.7999999999999998_1.0_19,COM,1.117805,1.162583,1.602,1.141,3.881,64676.26798787724,60980.00158187724
A_M_1.7999999999999998_1.0_20,COM,0.134909,1.020249,2.586,3.576,1.017,64517.33168187724,60980.00158187724
A_M_1.7999999999999998_1.0_21,COM,0.456121,1.079578,1.747,2.734,4.17,60975.21533187724,60980.00158187724
A_M_1.7999999999999998_1.0_22,COM,1.48876,1.247549,2.368,1.224,5.018,64548.953734877236,60980.00158187724
A_M_1.7999999999999998_1.0_23,COM,1.481169,1.28503,1.226,2.41,4.505,63167.39125987724,60980.00158187724
A_M_1.7999999999999998_1.0_24,COM,1.253222,1.2321,0.911,3.082,4.415,61694.24206287724,60980.00158187724
A_M_1.7999999999999998_1.0_25,COM,1.018829,1.171968,1.772,5.346,1.117,61419.92754587724,60980.00158187724
A_M_1.7999999999999998_1.0_26,COM,0.454964,1.091238,2.336,3.592,5.356,63979.828349877236,60980.00158187724
A_M_1.7999999999999998_1.0_27,COM,0.111859,1.024253,0.838,2.61,0.034,63139.13144687724,60980.00158187724
A_M_1.7999999999999998_1.0_28,COM,1.125,1.241445,2.526,1.491,1.576,63038.80265187724,60980.00158187724
A_M_1.7999999999999998_1.0_29,COM,0.063787,1.013757,1.029,2.03,3.24,61551.12912187724,60980.00158187724
A_M_1.7999999999999998_1.0_30,COM,2.00047,1.429646,2.569,0.479,3.849,62556.99356987724,60980.00158187724
A_M_1.7999999999999998_1.0_31,COM,1.649743,1.357251,2.114,2.944,2.716,61440.84396587724,60980.00158187724
A_M_1.7999999999999998_1.0_32,COM,0.580043,1.148651,1.163,3.992,4.26,61234.57628887724,60980.00158187724
A_M_1.7999999999999998_1.0_33,COM,0.132876,1.034942,1.614,3.875,4.411,63840.30276687724,60980.00158187724
A_M_1.7999999999999998_1.0_34,COM,0.885157,1.237607,0.905,2.951,2.983,62882.97581787724,60980.00158187724
A_M_1.7999999999999998_1.0_35,COM,2.31847,1.594869,2.045,1.862,0.796,64386.82246787724,60980.00158187724
A_M_1.7999999999999998_1.0_36,COM,0.489694,1.13575,2.574,3.936,2.16,61205.81113587724,60980.00158187724
A_M_1.7999999999999998_1.0_37,COM,0.230568,1.072816,2.215,4.229,6.167,62542.52739887724,60980.00158187724
A_M_1.7999999999999998_1.0_38,COM,0.778584,1.254362,2.764,1.356,6.123,62851.69811087724,60980.00158187724
A_M_1.7999999999999998_1.0_39,COM,1.282937,1.397596,0.795,3.725,2.395,64113.29030987724,60980.00158187724
A_M_1.7999999999999998_1.0_40,COM,0.084503,1.025557,1.37,0.708,0.052,64675.183832877236,60980.00158187724
A_M_1.7999999999999998_1.0_41,COM,0.113122,1.036779,1.708,4.793,4.663,63824.99072887724,60980.00158187724
A_M_1.7999999999999998_1.0_42,COM,0.816597,1.239279,1.675,3.193,1.604,64456.48145287724,60980.00158187724
A_M_1.7999999999999998_1.0_43,COM,0.816597,1.239279,1.675,3.193,1.604,64456.48145287724,60980.00158187724
A_M_1.7999999999999998_1.0_44,COM,0.531725,1.169535,1.76,1.751,4.962,64074.06890587724,60980.00158187724
A_M_1.7999999999999998_1.0_45,COM,0.297998,1.087607,1.614,4.035,2.328,61759.834108877236,60980.00158187724
A_M_1.7999999999999998_1.0_46,COM,0.993484,1.331732,0.296,1.641,0.335,64390.17174687724,60980.00158187724
A_M_1.7999999999999998_1.0_47,COM,0.115807,1.038297,2.162,5.369,5.259,63877.49950087724,60980.00158187724
A_M_1.7999999999999998_1.0_48,COM,1.269813,1.433953,2.411,5.382,4.919,61828.101965877235,60980.00158187724
A_M_1.7999999999999998_1.0_49,COM,0.687006,1.245421,1.04,4.017,4.938,61211.70649887724,60980.00158187724
A_M_1.7999999999999998_1.0_50,COM,0.857839,1.301878,1.031,3.164,2.577,62180.91881887724,60980.00158187724
A_M_1.7999999999999998_1.0_51,COM,2.567497,2.050775,0.773,2.148,2.429,62333.323597877235,60980.00158187724
A_M_1.7999999999999998_1.0_52,COM,0.441725,1.174419,1.13,2.809,4.699,61660.78812287724,60980.00158187724
A_M_1.7999999999999998_1.0_53,COM,1.500944,1.587257,2.876,5.116,3.419,63262.806018877236,60980.00158187724
A_M_1.7999999999999998_1.0_54,COM,1.813255,1.724992,0.499,5.888,1.551,61932.510773877235,60980.00158187724
A_M_1.7999999999999998_1.0_55,COM,2.957972,2.164676,2.401,0.097,3.272,61298.378017877236,60980.00158187724
A_M_1.7999999999999998_1.0_56,COM,0.814455,1.323126,0.656,2.694,4.118,63101.052923877236,60980.00158187724
A_M_1.7999999999999998_1.0_57,COM,0.738483,1.333077,0.549,3.503,4.335,63656.68911287724,60980.00158187724
A_M_1.7999999999999998_1.0_58,COM,0.471946,1.208658,1.261,2.573,2.119,63432.23848287724,60980.00158187724
A_M_1.7999999999999998_1.0_59,COM,1.561911,1.657145,1.652,0.068,6.118,62065.925407877236,60980.00158187724
A_M_1.7999999999999998_1.0_60,COM,1.405224,1.590055,0.791,1.339,2.154,63078.94033587724,60980.00158187724
A_M_1.7999999999999998_1.0_61,COM,0.07075,1.030483,2.741,6.246,0.688,62196.607212877236,60980.00158187724
A_M_1.7999999999999998_1.0_62,COM,0.740376,1.306645,1.991,1.781,0.027,63436.616859877235,60980.00158187724
A_M_1.7999999999999998_1.0_63,COM,1.548645,1.641217,1.166,3.873,0.449,62055.21231387724,60980.00158187724
A_M_1.7999999999999998_1.0_64,COM,1.446918,1.617934,2.163,0.276,2.046,62121.21575487724,60980.00158187724
A_M_1.7999999999999998_1.0_65,COM,0.198428,1.082548,1.381,4.889,3.846,61761.98959987724,60980.00158187724
A_M_1.7999999999999998_1.0_66,COM,1.704357,1.702847,0.248,0.571,5.996,62245.33114787724,60980.00158187724
A_M_1.7999999999999998_1.0_67,COM,0.79662,1.389821,1.717,4.579,1.673,64302.12168987724,60980.00158187724
