ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_1.2_1.0_0,25.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_1,25.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_2,24.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_3,23.99,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_4,25.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_5,7.05,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_6,19.94,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_7,24.89,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_8,24.73,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_9,20.67,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_10,23.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_11,19.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_12,22.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_13,7.45,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_14,20.78,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_15,17.15,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_16,22.87,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_17,25.12,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_18,23.62,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_19,23.04,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_20,22.3,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_21,17.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_22,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_23,24.83,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_24,22.91,2.31,0.73,-0.33,-0.5,-0.68,0.15
