ObjID,H_g,u-r,g-r,i-r,z-r,y-r,GS
A_OB_1.2_1.0_0,23.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_1,15.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_2,24.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_3,24.17,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_4,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_5,23.0,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_6,25.07,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_7,23.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_8,24.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_9,25.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_10,24.19,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_11,24.92,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_12,23.82,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_13,25.44,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_14,20.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_15,23.77,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_16,18.43,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_17,25.36,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_18,21.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_19,21.9,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_20,12.56,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_21,20.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_22,24.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_23,24.88,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_24,20.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_25,24.73,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_26,24.31,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_27,25.29,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_28,23.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_29,23.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_30,25.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_31,19.1,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_32,24.61,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_33,24.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_34,25.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_35,25.16,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_36,25.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_37,24.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_38,21.79,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_39,22.86,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_40,24.97,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_41,21.71,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_42,25.2,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_43,17.11,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_44,25.14,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_45,22.27,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_46,22.4,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_47,24.38,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_48,23.93,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_49,25.3,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_50,21.57,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_51,18.55,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_52,24.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_53,22.33,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_54,25.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_55,13.09,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_56,25.6,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_57,19.46,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_58,25.52,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_59,25.22,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_60,8.84,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_61,7.49,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_62,19.78,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_63,15.28,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_64,17.76,2.31,0.73,-0.33,-0.5,-0.68,0.15
A_OB_1.2_1.0_65,21.51,2.31,0.73,-0.33,-0.5,-0.68,0.15
